Brand,Model,Imagen,Contenido,Contenido1,Contenido2,Contenido10,Contenido11,Contenido12
 Pitsos , 2MID60T ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 37,9", kWh/año ,Ruido, 53, dB 
 HOTPOINT , PHBS9.8CLTDK/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 49,3", kWh/año ,Ruido, 70, dB 
 MPM , MPM-90-OVS-24 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 53,4", kWh/año ,Ruido, 68, dB 
 WHIRLPOOL , WHVF 92F LT K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 47, kWh/año ,Ruido, 62, dB 
 WHIRLPOOL , WHVF 62F LT K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 47, kWh/año ,Ruido, 62, dB 
 Dellonda (EU) Ltd , DH127 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 26, kWh/año ,Ruido, 64, dB 
 Dellonda (EU) Ltd , DH129 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 26, kWh/año ,Ruido, 65, dB 
 Dellonda (EU) Ltd , DH130 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 56, kWh/año ,Ruido, 70, dB 
 Junker , JD36BE60 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,7", kWh/año ,Ruido, 63, dB 
 Constructa , CD33686 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,7", kWh/año ,Ruido, 63, dB 
 Dellonda (EU) Ltd , DH126 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 25, kWh/año ,Ruido, 65, dB 
 Junker , JD39BE60 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 64,7", kWh/año ,Ruido, 63, dB 
 Siemens , EX807NX68E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Siemens , EX877NX68E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 DE DIETRICH , DPI7888BH -02 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía, 29, kWh/año ,Ruido, 58, dB 
 MPM , MPM-60-OW-04 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,5", kWh/año ,Ruido, 63, dB 
 MPM , MPM-45-OW-05 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 34,4", kWh/año ,Ruido, 57, dB 
 Exquisit , FKH60-2.1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 52, kWh/año ,Ruido, 70, dB 
 berbel Ablufttechnik GmbH , BKA 83 DLP E06 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía, 52, kWh/año ,Ruido, 72, dB 
 TESY , SL 403 RW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 93,3", kWh/año ,Ruido, 68, dB 
 Haier , HATSI120CBS6BVOC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 45,1", kWh/año ,Ruido, 55, dB 
 Haier , HATS9CBS6BVOC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 45,1", kWh/año ,Ruido, 55, dB 
 Haier , HATS6CBS6BVOC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 45,1", kWh/año ,Ruido, 55, dB 
 Haier , HADG9CBS6BVOC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 48,9", kWh/año ,Ruido, 54, dB 
 Candy , CBT625/2X/1/UK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 27,1", kWh/año ,Ruido, 64, dB 
 Candy , CFT610/5S/1/UK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 43,6", kWh/año ,Ruido, 71, dB 
 WHIRLPOOL , WHB 92F UT X/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 52,8", kWh/año ,Ruido, 62, dB 
 Candy , CVMI970LX/UK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 69,2", kWh/año ,Ruido, 66, dB 
 WHIRLPOOL , WVH 92 K F KIT/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 53,5", kWh/año ,Ruido, 63, dB 
 Elvita , CHF5780S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 27,6", kWh/año ,Ruido, 67, dB 
 Elvita , CSF2620X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 24,1", kWh/año ,Ruido, 69, dB 
 Elvita , CSF5600S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 41, kWh/año ,Ruido, 68, dB 
 Elvita , CSF4600S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 47,2", kWh/año ,Ruido, 65, dB 
 Elvita , CSF4800S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 40, kWh/año ,Ruido, 65, dB 
 Elvita , CSF2600X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 43,6", kWh/año ,Ruido, 67, dB 
 Elvita , CSF1500V ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 53,3", kWh/año ,Ruido, 58, dB 
 Elvita , CSF3600X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 62,4", kWh/año ,Ruido, 61, dB 
 Elvita , CSF1600V ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 62,4", kWh/año ,Ruido, 59, dB 
 WHIRLPOOL , WVH 92 K/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 53,5", kWh/año ,Ruido, 63, dB 
 HOTPOINT , PHPN6.5 FLMX/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 68,5", kWh/año ,Ruido, 65, dB 
 HOTPOINT , PHPN9.5FLMX/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 68,5", kWh/año ,Ruido, 65, dB 
 WHIRLPOOL , WHCN 94 F LM X/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 75, kWh/año ,Ruido, 68, dB 
 Bosch , PXX895D57E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Bosch , PXX801D57E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Bosch , PXX821D57E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 WHIRLPOOL , WHVS 93F LT BSS/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 75,9", kWh/año ,Ruido, 67, dB 
 WHIRLPOOL , WHBS 62F LT K/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 53,2", kWh/año ,Ruido, 60, dB 
 VIVAX , CHO-60BI100T X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 54, kWh/año ,Ruido, 70, dB 
 VIVAX , CHO-60PT100T X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 55, kWh/año ,Ruido, 64, dB 
 VIVAX , CHO-60CHA100T X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 55, kWh/año ,Ruido, 68, dB 
 VIVAX , CHO-60PT100T B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 55, kWh/año ,Ruido, 64, dB 
 VIVAX , CHO-60BI100T B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 54, kWh/año ,Ruido, 70, dB 
 WHIRLPOOL , AKR 916 IX/3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 68,5", kWh/año ,Ruido, 65, dB 
 WHIRLPOOL , WHCN 64 F LM X/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 75, kWh/año ,Ruido, 68, dB 
 Bosch , PXX875D57E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 BAUKNECHT , DBHPN 65 LM X/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 68,5", kWh/año ,Ruido, 65, dB 
 WHIRLPOOL , AKR 648/3 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 68,5", kWh/año ,Ruido, 65, dB 
 WHIRLPOOL , WHBS 92F LT K/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 53,2", kWh/año ,Ruido, 60, dB 
 Siemens , EX801LX57E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Siemens , EX807LX57E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 DAVOLINE , ΙOS PRO 090 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 50,3", kWh/año ,Ruido, 71, dB 
 DAVOLINE , IOS PRO 060 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 50,3", kWh/año ,Ruido, 69, dB 
 DAVOLINE , IOS PRO 060 BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 50,3", kWh/año ,Ruido, 69, dB 
 MPM , MPM-61-OV-64 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 60, kWh/año ,Ruido, 63, dB 
 Siemens , EX875LX57E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Siemens , EX877LX57E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 ok. , OHO 6331 B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 21,9", kWh/año ,Ruido, 66, dB 
 ok. , OHO 6341 W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 21,9", kWh/año ,Ruido, 66, dB 
 WHIRLPOOL , WHVS 92F LT K/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 41,8", kWh/año ,Ruido, 65, dB 
 TESY , SL 401 TB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 93,3", kWh/año ,Ruido, 68, dB 
 TESY , SL 402 RB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 93,3", kWh/año ,Ruido, 68, dB 
 TESY , SL 105 2T 60 BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 127, kWh/año ,Ruido, 68, dB 
 Inventum , AKB9015ZWA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía," 25,2", kWh/año ,Ruido, 62, dB 
 Inventum , AKD9015GTZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 53,8", kWh/año ,Ruido, 60, dB 
 Inventum , AKD6005ZWA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 65,4", kWh/año ,Ruido, 62, dB 
 Inventum , AKI6015RVS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 67,2", kWh/año ,Ruido, 62, dB 
 Inventum , AKD8005ZWA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 65,4", kWh/año ,Ruido, 62, dB 
 Inventum , AKP6000ZWA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 60,3", kWh/año ,Ruido, 67, dB 
 Inventum , AKO6015ZWA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 81,3", kWh/año ,Ruido, 65, dB 
 Inventum , AKO6015RVS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 81,3", kWh/año ,Ruido, 65, dB 
 CORBERÓ , CCSD635022PD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 65, dB 
 CORBERÓ , CCST3506022TLX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 34, kWh/año ,Ruido, 64, dB 
 EVIDO , CHO6BA.5  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 59,7", kWh/año ,Ruido, 67, dB 
 SILVERLINE , 4240.9.652.02 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 97, kWh/año ,Ruido, 68, dB 
 SILVERLINE , 4110.9.652.02 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 95,5", kWh/año ,Ruido, 69, dB 
 CORBERÓ , CCST3506022TLW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 34, kWh/año ,Ruido, 64, dB 
 SILVERLINE , 4140.9.652.02 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 94,6", kWh/año ,Ruido, 68, dB 
 CORBERÓ , CCSD655022PD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 76,1", kWh/año ,Ruido, 66, dB 
 CORBERÓ , CCSD955022PD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 76,1", kWh/año ,Ruido, 66, dB 
 CORBERÓ , CCSC60222CVW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 45,8", kWh/año ,Ruido, 60, dB 
 DAVOLINE , SQUARE 060 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 53, kWh/año ,Ruido, 69, dB 
 privileg , SY-103B3-P1-C81-L22-600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 68,6", kWh/año ,Ruido, 66, dB 
 DAVOLINE , SQUARE 060 BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 53, kWh/año ,Ruido, 69, dB 
 DAVOLINE , SQUARE 090 BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 46,5", kWh/año ,Ruido, 70, dB 
 DAVOLINE , SQUARE 090 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 46,5", kWh/año ,Ruido, 70, dB 
 WHIRLPOOL , UEI 102F LR X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 50,8", kWh/año ,Ruido, 67, dB 
 HISENSE , MH6TL4TB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 63,6", kWh/año ,Ruido, 71, dB 
 TEKA , DVI 88-G1 EOS BM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 40,1", kWh/año ,Ruido, 60, dB 
 UNITED , HHP-7268/2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 94, kWh/año ,Ruido, 65, dB 
 UNITED , UHS8335 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 94, kWh/año ,Ruido, 65, dB 
 berbel Ablufttechnik GmbH , BKA 90 DLI E01 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 50,4", kWh/año ,Ruido, 72, dB 
 BAUKNECHT , DBHVA 62F LM K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 41,1", kWh/año ,Ruido, 65, dB 
 WHIRLPOOL , WHVA 62F LM K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 41,1", kWh/año ,Ruido, 65, dB 
 INDESIT , IHVP 62F LT K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 46,9", kWh/año ,Ruido, 65, dB 
 WHIRLPOOL , WHVA 92F LM K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 41,1", kWh/año ,Ruido, 65, dB 
 BAUKNECHT , DBHVA 92F LM K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 41,1", kWh/año ,Ruido, 65, dB 
 INDESIT , IHVP 65F LM K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 72,7", kWh/año ,Ruido, 60, dB 
 Inventum , AKB9005RVS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 53,7", kWh/año ,Ruido, 69, dB 
 Inventum , AKB9005ZWA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 53,7", kWh/año ,Ruido, 69, dB 
 Siemens , LI97SB531S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 38,1", kWh/año ,Ruido, 53, dB 
 Siemens , LJ97BAM60B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 64,7", kWh/año ,Ruido, 63, dB 
 Balay , 3BD997GN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 64,7", kWh/año ,Ruido, 63, dB 
 Balay , 3EBC989LU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Bosch , DBB97AM60B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 64,7", kWh/año ,Ruido, 63, dB 
 Balay , 3BD967GN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,7", kWh/año ,Ruido, 63, dB 
 Bosch , DBB67AM60B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,7", kWh/año ,Ruido, 63, dB 
 Neff , D65XAM2S0B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,7", kWh/año ,Ruido, 63, dB 
 Neff , D95XAM2S0B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 64,7", kWh/año ,Ruido, 63, dB 
 Siemens , LJ67BAM60B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,7", kWh/año ,Ruido, 63, dB 
 Inventum , AKI6005ZWA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 57,6", kWh/año ,Ruido, 65, dB 
 Inventum , AKI6005RVS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 57,6", kWh/año ,Ruido, 65, dB 
 AMICA , OKP6552SB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 40,4", kWh/año ,Ruido, 68, dB 
 AMICA , OKP9552SB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía, 32, kWh/año ,Ruido, 68, dB 
 AMICA , OKP6552SW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 31,9", kWh/año ,Ruido, 68, dB 
 TEKA , CNL 9415 PLUS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 30,3", kWh/año ,Ruido, 64, dB 
 FRANKE , 325.0653.979 FSMT905XSNG                                                                                                                                                                                 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 53,3", kWh/año ,Ruido, 59, dB 
 FRANKE , 305.0670.687 FBFEBKMATTA70UK                                                                                                                                                                             ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 70,2", kWh/año ,Ruido, 63, dB 
 FRANKE , 305.0670.685 FBFEWHMATTA52UK                                                                                                                                                                             ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 74,9", kWh/año ,Ruido, 64, dB 
 FRANKE , 305.0670.686 FBFEWHMATTA70UK                                                                                                                                                                             ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 70,2", kWh/año ,Ruido, 63, dB 
 FRANKE , 305.0670.688 FBFEBKMATTA52UK                                                                                                                                                                             ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 74,9", kWh/año ,Ruido, 64, dB 
 vidaxl , 51666 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,5", kWh/año ,Ruido, 62, dB 
 vidaxl , 51669 V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,4", kWh/año ,Ruido, 62, dB 
 vidaxl , 51675 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 60, dB 
 vidaxl , 51664 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,5", kWh/año ,Ruido, 62, dB 
 vidaxl , 51661 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,5", kWh/año ,Ruido, 62, dB 
 vidaxl , 51670 V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,4", kWh/año ,Ruido, 62, dB 
 vidaxl , 51672 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 60, dB 
 vidaxl , 51662 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,5", kWh/año ,Ruido, 62, dB 
 vidaxl , 51665 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,5", kWh/año ,Ruido, 62, dB 
 vidaxl , 51667 V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,4", kWh/año ,Ruido, 62, dB 
 vidaxl , 51668 V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,4", kWh/año ,Ruido, 62, dB 
 Exquisit , FSH62-21 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 52, kWh/año ,Ruido, 66, dB 
 vidaxl , 51671 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 60, dB 
 vidaxl , 51677 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 60, dB 
 vidaxl , 51663 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 35,5", kWh/año ,Ruido, 62, dB 
 vidaxl , 51673 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 60, dB 
 vidaxl , 51674 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 60, dB 
 vidaxl , 51676 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 60, dB 
 vidaxl , 51678 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 38,8", kWh/año ,Ruido, 60, dB 
