Brand,Model,Imagen,Contenido,Contenido1,Contenido2,Contenido10,Contenido11,Contenido12
 FABER                                                                                      , 335.0572.107 P1638                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 82,1", kWh/año ,Ruido, 67, dB 
 FABER                                                                                      , 335.0572.108 P1638                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 82,1", kWh/año ,Ruido, 67, dB 
 FABER                                                                                      , 335.0572.105 P1029                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 79,4", kWh/año ,Ruido, 67, dB 
 Rosieres , RHG5600/1IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía, 16, kWh/año ,Ruido, 60, dB 
 ETNA , AKI586ZT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 50,6", kWh/año ,Ruido, 70, dB 
 KERNAU , KCH 4891 B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 62,8", kWh/año ,Ruido, 58, dB 
 Candy , CBT625/2W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 27,5", kWh/año ,Ruido, 62, dB 
 Candy , CBT625/2B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 27,5", kWh/año ,Ruido, 62, dB 
 ELBA , ECH 9624 X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 78,8", kWh/año ,Ruido, 62, dB 
 ELBA , ELIO 6364 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 106,6", kWh/año ,Ruido, 64, dB 
 Baumatic , BECH60GL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 65,7", kWh/año ,Ruido, 66, dB 
 Hoover , HCE160N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 66,9", kWh/año ,Ruido, 67, dB 
 Hoover , HCE160X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 66,9", kWh/año ,Ruido, 67, dB 
 Candy , CGM90NX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,2", kWh/año ,Ruido, 56, dB 
 Hoover , HCV61/2WA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,2", kWh/año ,Ruido, 63, dB 
 Candy , CCE100NX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 37, kWh/año ,Ruido, 62, dB 
 Baumatic , BECH90X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 68,8", kWh/año ,Ruido, 67, dB 
 Hoover , HGM600N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 65,7", kWh/año ,Ruido, 66, dB 
 Candy , CFT62/4W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 59, kWh/año ,Ruido, 66, dB 
 Hoover , HCE116NN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 66,9", kWh/año ,Ruido, 67, dB 
 Baumatic , BECH90GL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 67, kWh/año ,Ruido, 65, dB 
 Candy , CFT610/5X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 44,2", kWh/año ,Ruido, 71, dB 
 Candy , CCE117/1X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 36, kWh/año ,Ruido, 62, dB 
 Baumatic , BECH60X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 66,9", kWh/año ,Ruido, 67, dB 
 Hoover , HGM610NN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 65,7", kWh/año ,Ruido, 66, dB 
 Candy , CCE100NN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 37, kWh/año ,Ruido, 62, dB 
 Candy , CGM90NN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,2", kWh/año ,Ruido, 56, dB 
 Hoover , HCV61/2C ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,2", kWh/año ,Ruido, 63, dB 
 Hoover , HCV91/1X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 51,2", kWh/año ,Ruido, 63, dB 
 KERNAU , KCH 1261 X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 55,6", kWh/año ,Ruido, 69, dB 
 AIRFORCE , AIRF179B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png,Consumo anual de energía," 28,7", kWh/año ,Ruido, 65, dB 
 AIRFORCE , CCF1799528 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png,Consumo anual de energía," 28,7", kWh/año ,Ruido, 65, dB 
 AIRFORCE , CCF199100503 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png,Consumo anual de energía," 29,5", kWh/año ,Ruido, 64, dB 
 FRANKE                                                                                     , 330.0549.979 FMA2.0607GR BK                                                                                                                                                                              ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 41,7", kWh/año ,Ruido, 57, dB 
 AIRFORCE , AIRF199 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png,Consumo anual de energía," 29,5", kWh/año ,Ruido, 64, dB 
 AIRFORCE , CCGRA9004 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 49,5", kWh/año ,Ruido, 60, dB 
 AIRFORCE , AIRGRAPHITE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 49,5", kWh/año ,Ruido, 60, dB 
 AIRFORCE , CCLUCIA9005 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 66,8", kWh/año ,Ruido, 60, dB 
 AIRFORCE , AIRBALLERINAB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 68,4", kWh/año ,Ruido, 65, dB 
 AIRFORCE , AIRLUCIA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 66,8", kWh/año ,Ruido, 60, dB 
 AIRFORCE , CCBAL5021 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 68,4", kWh/año ,Ruido, 65, dB 
 AIRFORCE , CCSOP5025 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 73,9", kWh/año ,Ruido, 65, dB 
 AIRFORCE , AIRSOPHIEB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 73,9", kWh/año ,Ruido, 65, dB 
 WASCO , 8232 WASCO EMHÆTTE ROSIX CRS60W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 70, kWh/año ,Ruido, 64, dB 
 FABER                                                                                      , 330.0549.476 P1764                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía," 30,1", kWh/año ,Ruido, 67, dB 
 FABER                                                                                      , 330.0572.392 P1557                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 39,4", kWh/año ,Ruido, 67, dB 
 FRANKE                                                                                     , 325.0541.082 FAR925XS                                                                                                                                                                                    ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 60,6", kWh/año ,Ruido, 68, dB 
 Jetair , R023XII-003-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 68,9", kWh/año ,Ruido, 65, dB 
 ELICA , R023XII-003-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 68,9", kWh/año ,Ruido, 65, dB 
 BEST , BHH54590XA 942051078 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 43,9", kWh/año ,Ruido, 64, dB 
 Cata Electrodomésticos , MIDAS 600 XGBK /L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía, 49, kWh/año ,Ruido, 62, dB 
 FABER                                                                                      , 300.0557.511 P1771                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 64,3", kWh/año ,Ruido, 69, dB 
 Cata Electrodomésticos , P-3050 WH /L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 65,6", kWh/año ,Ruido, 60, dB 
 WASCO , 8233 WASCO EMHÆTTE ROSIX CRS60SS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 70, kWh/año ,Ruido, 64, dB 
 FABER                                                                                      , 300.0557.496 P1771                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 64,3", kWh/año ,Ruido, 69, dB 
 Cata Electrodomésticos , TF-5060 X /L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 78,7", kWh/año ,Ruido, 65, dB 
 Cata Electrodomésticos , P-3050 IX /L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 65,6", kWh/año ,Ruido, 60, dB 
 Cata Electrodomésticos , F-2050 X /L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 65,6", kWh/año ,Ruido, 60, dB 
 Cata Electrodomésticos , P-3060 IX /L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 65,6", kWh/año ,Ruido, 60, dB 
 WASCO , 12420 WASCO EMHÆTTE CURVEX C600SS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía, 116, kWh/año ,Ruido, 75, dB 
 Cata Electrodomésticos , P-3060 WH /L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 65,6", kWh/año ,Ruido, 60, dB 
 AIRFORCE , CCF2039535 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 48,1", kWh/año ,Ruido, 60, dB 
 Proline , VHP61SS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 42,3", kWh/año ,Ruido, 64, dB 
 Proline  , VHP61SS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 42,3", kWh/año ,Ruido, 64, dB 
 FABER                                                                                      , 300.0557.498 P1771                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 64,3", kWh/año ,Ruido, 69, dB 
 FABER                                                                                      , 300.0557.510 P1771                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 64,3", kWh/año ,Ruido, 69, dB 
 Electrum , HC90TLSS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 76,3", kWh/año ,Ruido, 60, dB 
 S23-60 ABPX , S23-60 ABPX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 16,1", kWh/año ,Ruido, 62, dB 
 FABER                                                                                      , 330.0557.521 P1836                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 63,5", kWh/año ,Ruido, 68, dB 
 FABER                                                                                      , 330.0557.526 P1835                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 67, dB 
 FABER                                                                                      , 330.0557.523 P1835                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 67, dB 
 FABER                                                                                      , 330.0557.522 P1835                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 67, dB 
 FABER                                                                                      , 330.0557.525 P1835                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 67, dB 
 FABER                                                                                      , 330.0557.524 P1835                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 67, dB 
 KKT Kolbe , BICOLORE607SM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía, 45, kWh/año ,Ruido, 60, dB 
 KKT Kolbe , BICOLORE807SM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía, 45, kWh/año ,Ruido, 60, dB 
 Savo ," 92481, Liesituuletin C-7804-W3 37cm valkoinen ",https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 52,5", kWh/año ,Ruido, 66, dB 
 Savo ," 90581, Liesituuletin I-7804-S3 37cm RST ",https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 53,5", kWh/año ,Ruido, 66, dB 
 KKT Kolbe , BICOLORE907SM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía, 45, kWh/año ,Ruido, 60, dB 
 Eurolux , ENERGY TOUCH 60 W/X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 106, kWh/año ,Ruido, 66, dB 
 Eurolux , ENERGY TOUCH 60 BK/X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 106, kWh/año ,Ruido, 66, dB 
 FRANKE , 305.0545.451 FBI532HXS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 42,1", kWh/año ,Ruido, 70, dB 
 FRANKE                                                                                     , 325.0552.774 TALE905IXS                                                                                                                                                                                  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía," 33,7", kWh/año ,Ruido, 59, dB 
 AEG , DGE5861HM 942051010 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 54,7", kWh/año ,Ruido, 67, dB 
 hanseatic , 8118 0149 / SY-3502D-E5-C59-L52-600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 56,4", kWh/año ,Ruido, 71, dB 
 Zanussi , ZHG51351G 942022108 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 53,3", kWh/año ,Ruido, 69, dB 
 Zanussi , ZHG71351G 942022111 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 53,3", kWh/año ,Ruido, 69, dB 
 Zanussi , ZHG51251G 942022110 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 70,8", kWh/año ,Ruido, 60, dB 
 Electrolux , LFG225S 942022103 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 70,8", kWh/año ,Ruido, 60, dB 
 AEG , DGB1522S 942022100 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 70,8", kWh/año ,Ruido, 60, dB 
 Faure , FHG5222X 942022107 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 70,8", kWh/año ,Ruido, 60, dB 
 Zanussi , ZHG51251G 942022109 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 70,8", kWh/año ,Ruido, 60, dB 
 AEG , DGE5161HM 942051008 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 58,4", kWh/año ,Ruido, 64, dB 
 Caple , ZEL900 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 43, kWh/año ,Ruido, 66, dB 
 BEST , BHG67320XA 942022267 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,4", kWh/año ,Ruido, 71, dB 
 BEST , BHG17320XA 942022269 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,4", kWh/año ,Ruido, 71, dB 
 BEST , BHG97320XA 942022268 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,4", kWh/año ,Ruido, 71, dB 
 GORENJE , WHU529EW/M ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 38,5", kWh/año ,Ruido, 67, dB 
 FABER                                                                                      , 325.0557.525 P1785                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 60,6", kWh/año ,Ruido, 68, dB 
 GORENJE , WHU629EW/M ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 38,5", kWh/año ,Ruido, 67, dB 
 GORENJE , WHU529EX/M ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 38,5", kWh/año ,Ruido, 67, dB 
 Electrolux , EFP129X 942022265 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,4", kWh/año ,Ruido, 71, dB 
 Electrolux , EFP126X 942022266 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,4", kWh/año ,Ruido, 71, dB 
 GORENJE , WHU629EX/M ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 38,5", kWh/año ,Ruido, 67, dB 
 Cata Electrodomésticos , F-2050 WH /L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 65,6", kWh/año ,Ruido, 60, dB 
 SCHNEIDER , SCHD6594AM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 41,8", kWh/año ,Ruido, 67, dB 
 Beko , HCA93640BH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía, 41, kWh/año ,Ruido, 67, dB 
 SCHNEIDER , SCHG5261BX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía, 60, kWh/año ,Ruido, 69, dB 
 ROBLIN , 340.0540.787 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png,Consumo anual de energía," 24,6", kWh/año ,Ruido, 66, dB 
 FRANKE                                                                                     , 325.0552.728 TALE605XS                                                                                                                                                                                   ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía, 32, kWh/año ,Ruido, 59, dB 
 FRANKE                                                                                     , 325.0552.772 TALE905XS                                                                                                                                                                                   ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía, 32, kWh/año ,Ruido, 59, dB 
 FRANKE                                                                                     , 330.0536.574 FMAFL807BK                                                                                                                                                                                  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 35,2", kWh/año ,Ruido, 57, dB 
 GLOBALO , ARETEMO 60.1 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 61,5", kWh/año ,Ruido, 61, dB 
 GORENJE , WHU629EB/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 GORENJE , WHU629EW/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 GORENJE , WHU629EBR/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 GORENJE , WHU529ES/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 GORENJE , WHU629EX/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 GORENJE , WHU529EX/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 GORENJE , WHU529EW/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 GORENJE , WHU629ES/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 GORENJE , WHU529EBR/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía," 29,1", kWh/año ,Ruido, 64, dB 
 ELBA , ELIO 9364 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía," 106,6", kWh/año ,Ruido, 64, dB 
 SMEG , KSG52E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía, 50, kWh/año ,Ruido, 54, dB 
 hanseatic , 1524 9031 / SY-3388C2-P1-C81-L22-900 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 67, kWh/año ,Ruido, 65, dB 
 SMEG , KSG70E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightOrange.png,Consumo anual de energía, 50, kWh/año ,Ruido, 54, dB 
 privileg , 2556 2057 / SY-6010BP-P1-C83-L41-600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 44,2", kWh/año ,Ruido, 71, dB 
 privileg , 3870 0420 / SY-6010BS-P1-C83-L41-600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 44,2", kWh/año ,Ruido, 71, dB 
 SMEG , KSEC61BE2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 67,3", kWh/año ,Ruido, 69, dB 
 SMEG , KSET56LXE2WL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 68,2", kWh/año ,Ruido, 66, dB 
 SMEG , KSG70HE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 70,7", kWh/año ,Ruido, 67, dB 
 SMEG , KSEC81XE2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 67,3", kWh/año ,Ruido, 69, dB 
 SMEG , KSEC61NE2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 67,3", kWh/año ,Ruido, 69, dB 
 SMEG , KSET56LXE2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 68,2", kWh/año ,Ruido, 66, dB 
 SMEG , KSG52HE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 70,7", kWh/año ,Ruido, 67, dB 
 GLOBALO , BELTERO 60.1 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 61,7", kWh/año ,Ruido, 61, dB 
 SMEG , KI52E2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 69,8", kWh/año ,Ruido, 67, dB 
 FRANKE                                                                                     , 320.0545.169 FJO624XS                                                                                                                                                                                    ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 90,2", kWh/año ,Ruido, 67, dB 
 SMEG , KSEC61XE2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-DarkOrange.png,Consumo anual de energía," 67,3", kWh/año ,Ruido, 69, dB 
 FRANKE                                                                                     , 325.0552.771 TALE805XS                                                                                                                                                                                   ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía, 32, kWh/año ,Ruido, 59, dB 
 FRANKE                                                                                     , 330.0550.057 FMA2.0607BK                                                                                                                                                                                 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 41,7", kWh/año ,Ruido, 57, dB 
 FRANKE                                                                                     , 330.0536.573 FMAFL607BK                                                                                                                                                                                  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 35,2", kWh/año ,Ruido, 57, dB 
 SIRIUS , G919052TC1280166 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png,Consumo anual de energía," 46,5", kWh/año ,Ruido, 63, dB 
