Type,Title,eclrow2,Content,eclrow5,Content6,Image
 ELICENT , REC DUO 100 PLUS RC - 2RC1302 ,Annual Electricity Consumption, 97,Maximum flow rate, 28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Titon , HRV1.6 Q+ Eco aura (Filter Door) ,Annual Electricity Consumption," 1,9",Maximum flow rate, 359,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Enervent Zehnder , Alta (LDC) ,Annual Electricity Consumption, 253,Maximum flow rate, 313,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Enervent Zehnder , Alta (CLC) ,Annual Electricity Consumption, 543,Maximum flow rate, 313,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Enervent Zehnder , Alta (CDC) ,Annual Electricity Consumption, 434,Maximum flow rate, 313,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Enervent Zehnder , Alta (MAN) ,Annual Electricity Consumption, 601,Maximum flow rate, 313,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , REC DUO 100 PLUS RC - 2RC1300 ,Annual Electricity Consumption, 97,Maximum flow rate, 28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 R L art.nr.800113 CTRL 0.95 ,Annual Electricity Consumption, 406,Maximum flow rate, 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 R L art.nr.800113 CTRL 0.65 ,Annual Electricity Consumption, 185,Maximum flow rate, 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Pluggit GmbH , ICV170 LED ,Annual Electricity Consumption," 1,9",Maximum flow rate, 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 REL art.nr.800111 CTRL 0.85 ,Annual Electricity Consumption, 317,Maximum flow rate, 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 REL art.nr.800111 CTRL 0.65 ,Annual Electricity Consumption, 185,Maximum flow rate, 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordci S2 R L art.nr.800113 CTRL 0.85 ,Annual Electricity Consumption, 317,Maximum flow rate, 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 RER art.nr.800110 CTRL 0.85 ,Annual Electricity Consumption, 317,Maximum flow rate, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 RER art.nr.800110 CTRL 0.65 ,Annual Electricity Consumption, 185,Maximum flow rate, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 R R art.nr.800112 CTRL 0.85 ,Annual Electricity Consumption, 317,Maximum flow rate, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 R R art.nr.800112 CTRL 0.65 ,Annual Electricity Consumption, 185,Maximum flow rate, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , Nordic S2 REL art.800111 CTRL 0.95 ,Annual Electricity Consumption, 406,Maximum flow rate, 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , Nordic S2 RER art.nr.800110 CTRL 1.0 ,Annual Electricity Consumption, 438,Maximum flow rate, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , Nordic S2 R R art.nr.800112 CTRL 1.0 ,Annual Electricity Consumption, 438,Maximum flow rate, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , Nordic S2 REL art.nr.800111 CTRL 1.0 ,Annual Electricity Consumption, 438,Maximum flow rate, 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , Nordic S2 R L art.nr.800113 CTRL 1.0 ,Annual Electricity Consumption, 438,Maximum flow rate, 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , Nordic S2 RER art.nr.800110 CTRL 0.95 ,Annual Electricity Consumption, 406,Maximum flow rate, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , Nordic S2 R R art.nr.800112 CTRL 0.95 ,Annual Electricity Consumption, 406,Maximum flow rate, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Airflow Developments , Aria Quiet 100 ,Annual Electricity Consumption," 9,7",Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 ELICENT , REC SMART 100/400 - 2RC0130 ,Annual Electricity Consumption, 477,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , REC SMART PLUS 100/500 TC - 2RC0602 ,Annual Electricity Consumption, 263,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , REC Smart PLUS 100/600 TC - 2RC0901 ,Annual Electricity Consumption, 263,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 VORTICE  , 11933 VORT HR 250 NETI UK ,Annual Electricity Consumption, 464,Maximum flow rate, 192,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELICENT , REC DUO 100 - 2RC1100 ,Annual Electricity Consumption, 145,Maximum flow rate, 28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 EMMETI , ONE-40-S ,Annual Electricity Consumption," 0,6",Maximum flow rate, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 EMMETI , MED A-140 ,Annual Electricity Consumption," 2,5",Maximum flow rate, 256,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 inVENTer , 1001-0188iV14-Zero Corner ,Annual Electricity Consumption," 0,8",Maximum flow rate, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 inVENTer , 1001-0182 iV-Smart+ Top ,Annual Electricity Consumption," 0,8",Maximum flow rate, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 inVENTer , 1001-0170 iV-Smart+ ,Annual Electricity Consumption," 0,8",Maximum flow rate, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 inVENTer , 1001-0173 iV-Smart+ Corner ,Annual Electricity Consumption," 0,8",Maximum flow rate, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 inVENTer , 1001-0179 iV-Smart+ Sylt ,Annual Electricity Consumption," 0,8",Maximum flow rate, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 inVENTer , 1001-0185 iV14-Zero ,Annual Electricity Consumption," 0,8",Maximum flow rate, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Alnor , HRU-PremAIR-450 ,Annual Electricity Consumption," 3,4",Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Alnor , HRU-PremAIR-350 ,Annual Electricity Consumption, 291,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Alnor , HRU-PremAIR-500 ,Annual Electricity Consumption, 367,Maximum flow rate, 500,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , VEF - 1 ,Annual Electricity Consumption," 68,4",Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Systemair , VEF -3 ,Annual Electricity Consumption, 67,Maximum flow rate, 508,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Zehnder Group , ComfoAir E 350  (LDC) ,Annual Electricity Consumption, 135,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir E 350  (CDC) ,Annual Electricity Consumption," 198,9",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir Q450 (LDC) ,Annual Electricity Consumption," 140,3",Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir Q450 ERV (LDC) ,Annual Electricity Consumption," 1,3",Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir SL 220 E (LDC) ,Annual Electricity Consumption," 156,1",Maximum flow rate, 294,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir Q350 ERV (LDC) ,Annual Electricity Consumption," 124,4",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir Q350 (LDC) ,Annual Electricity Consumption, 135,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir Q600 (LDC) ,Annual Electricity Consumption," 182,6",Maximum flow rate, 600,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir SL 220 S (LDC) ,Annual Electricity Consumption," 161,4",Maximum flow rate, 274,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir Q350 (CDC) ,Annual Electricity Consumption," 198,9",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Zehnder Group , ComfoAir Q600 (CDC) ,Annual Electricity Consumption," 280,3",Maximum flow rate, 600,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q600 (MAN) ,Annual Electricity Consumption," 370,7",Maximum flow rate, 600,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q600 ERV (CDC) ,Annual Electricity Consumption, 280,Maximum flow rate, 600,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir SL 220 E (CLC) ,Annual Electricity Consumption," 288,6",Maximum flow rate, 294,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir E 350  (CLC) ,Annual Electricity Consumption," 242,2",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q350 ERV (CLC) ,Annual Electricity Consumption, 219,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q450 (CLC) ,Annual Electricity Consumption," 253,8",Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q450 ERV (MAN) ,Annual Electricity Consumption, 250,Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir E 350  (MAN) ,Annual Electricity Consumption, 258,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q350 ERV (CDC) ,Annual Electricity Consumption," 180,8",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q350 ERV (MAN) ,Annual Electricity Consumption," 232,9",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q600 ERV (LDC) ,Annual Electricity Consumption, 180,Maximum flow rate, 600,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir SL 220 S (MAN) ,Annual Electricity Consumption," 320,6",Maximum flow rate, 274,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q450 (MAN) ,Annual Electricity Consumption," 270,5",Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q450 ERV (CDC) ,Annual Electricity Consumption, 190,Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir SL 220 E (MAN) ,Annual Electricity Consumption," 308,1",Maximum flow rate, 294,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir SL 220 E (CDC) ,Annual Electricity Consumption," 235,1",Maximum flow rate, 294,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q350 (MAN) ,Annual Electricity Consumption, 258,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q600 (CLC) ,Annual Electricity Consumption," 346,6",Maximum flow rate, 600,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q450 ERV (CLC) ,Annual Electricity Consumption, 230,Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir SL 220 S (CLC) ,Annual Electricity Consumption," 300,2",Maximum flow rate, 274,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir SL 220 S (CDC) ,Annual Electricity Consumption," 244,1",Maximum flow rate, 274,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q350 (CLC) ,Annual Electricity Consumption," 242,2",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Zehnder Group , ComfoAir Q600 ERV (CLC) ,Annual Electricity Consumption, 350,Maximum flow rate, 600,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Zehnder Group , ComfoAir Q600 ERV (MAN) ,Annual Electricity Consumption, 370,Maximum flow rate, 600,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 VORTICE  , 10933 VORT HR 300 NETI ,Annual Electricity Consumption, 442,Maximum flow rate, 270,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELICENT , REC SMART PLUS 100/500 RC - 2RC0600 ,Annual Electricity Consumption, 263,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Titon , HRV2 Q+ Eco aura C ,Annual Electricity Consumption," 1,9",Maximum flow rate, 294,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Titon , HRV10 Q+ Eco aura C ,Annual Electricity Consumption," 1,9",Maximum flow rate, 399,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Titon , HRV3 Q+ Eco aura C ,Annual Electricity Consumption," 2,3",Maximum flow rate, 379,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Titon , HRV3 PH Eco aura (Passivhaus) ,Annual Electricity Consumption," 2,3",Maximum flow rate, 379,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Hoval , 1-HomeVent® comfort FRT (251) ,Annual Electricity Consumption, 111,Maximum flow rate, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Hoval , 1-HomeVent® comfort FRT (351) ,Annual Electricity Consumption, 132,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Hoval , 1-HomeVent® comfort FRT (451) ,Annual Electricity Consumption, 164,Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 tecalor , TZL 135 FRG ,Annual Electricity Consumption, 383,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Titon , HRV10.25 Q+ Eco aura C ,Annual Electricity Consumption," 2,2",Maximum flow rate, 518,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 LG Electronics Inc. , LZ-H052GBA9 ,Annual Electricity Consumption," 3,8",Maximum flow rate, 500,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 LG Electronics Inc. , LZ-H050GBA5 ,Annual Electricity Consumption," 3,8",Maximum flow rate, 500,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 LG Electronics Inc. , LZ-H035GBA5 ,Annual Electricity Consumption," 3,5",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Titon , HRV2.85 Q+ Eco aura C ,Annual Electricity Consumption," 1,9",Maximum flow rate, 334,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Titon , HRV1.35 Q+ Eco aura C ,Annual Electricity Consumption," 2,4",Maximum flow rate, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 VORTICE  , 12102 VORT HR 200 BP ,Annual Electricity Consumption, 402,Maximum flow rate, 196,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 VORTICE  , 12096  VORT HR 350 AVEL  ,Annual Electricity Consumption, 349,Maximum flow rate, 345,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 VORTICE  , 10935  VORT HR 300 NETI  ,Annual Electricity Consumption, 442,Maximum flow rate, 270,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Dantherm A/S , HCV400 P2 ,Annual Electricity Consumption, 217,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 SIC Srl , ReVent/OxyVent MRN 250 ,Annual Electricity Consumption, 420,Maximum flow rate, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 SIC Srl , ReVent/OxyVent MRN 500 ,Annual Electricity Consumption, 323,Maximum flow rate, 500,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 SIC Srl , ReVent/OxyVent MRN 600 ,Annual Electricity Consumption, 368,Maximum flow rate, 610,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 SIC Srl , ReVent/OxyVent MRN 150 ,Annual Electricity Consumption, 396,Maximum flow rate, 152,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 SIC Srl , ReVent/OxyVent MRN 350 ,Annual Electricity Consumption, 311,Maximum flow rate, 352,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Dantherm A/S , HCV400 P1 ,Annual Electricity Consumption, 253,Maximum flow rate, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Itho Daalderop , 03-00421 CVE-S OPTIMA in ,Annual Electricity Consumption," 0,5",Maximum flow rate, 468,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , Nordic S4 REL art.nr.800131 CTRL 0.95 ,Annual Electricity Consumption, 383,Maximum flow rate, 470,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 UTEK , UVD 1 BP EVO-PH SV ,Annual Electricity Consumption, 350,Maximum flow rate, 684,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
