Type,Title,eclrow15,Content16,eclrow11,Content12,Image
 Bosch , 7736506154 ,Annual fuel consumption, -,Annual electricity consumption , 476,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736506151 ,Annual fuel consumption, -,Annual electricity consumption , 476,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736506152 ,Annual fuel consumption, -,Annual electricity consumption , 476,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELDOM , DV080DW ,Annual fuel consumption, -,Annual electricity consumption , 1 238,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , DU060W ,Annual fuel consumption, -,Annual electricity consumption , 1 274,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , DV100DW ,Annual fuel consumption, -,Annual electricity consumption , 1 311,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , DU100W ,Annual fuel consumption, -,Annual electricity consumption , 1 311,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , DV060DW ,Annual fuel consumption, -,Annual electricity consumption , 1 274,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , DU080W ,Annual fuel consumption, -,Annual electricity consumption , 1 238,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELÍZ , ELX 10 ,Annual fuel consumption, -,Annual electricity consumption , 468,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Dimplex - Dimplex , IHW 55 ,Annual fuel consumption, -,Annual electricity consumption , 466,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 METRO THERM , 644 ,Annual fuel consumption, -,Annual electricity consumption , 1 378,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A282099 ,Annual fuel consumption, -,Annual electricity consumption , 2 729,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A282098 ,Annual fuel consumption, -,Annual electricity consumption , 1 402,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A861511 ,Annual fuel consumption, -,Annual electricity consumption , 2 759,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A156213 ,Annual fuel consumption, -,Annual electricity consumption , 2 660,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A156211 ,Annual fuel consumption, -,Annual electricity consumption , 2 707,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A053040 ,Annual fuel consumption, -,Annual electricity consumption , 2 720,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A154317 ,Annual fuel consumption, -,Annual electricity consumption , 1 412,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A053023 ,Annual fuel consumption, -,Annual electricity consumption , 2 739,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A154319 ,Annual fuel consumption, -,Annual electricity consumption , 2 729,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A282031 ,Annual fuel consumption, -,Annual electricity consumption , 2 753,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A861412 ,Annual fuel consumption, -,Annual electricity consumption , 1 422,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A861512 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A022121 ,Annual fuel consumption, -,Annual electricity consumption , 1 411,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 METRO THERM , 910 ,Annual fuel consumption, -,Annual electricity consumption , 577,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A282101 ,Annual fuel consumption, -,Annual electricity consumption , 2 739,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A261130 ,Annual fuel consumption, -,Annual electricity consumption , 2 699,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A272041 ,Annual fuel consumption, -,Annual electricity consumption , 2 676,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A861513 ,Annual fuel consumption, -,Annual electricity consumption , 2 702,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A021226 ,Annual fuel consumption, -,Annual electricity consumption , 1 426,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A053042 ,Annual fuel consumption, -,Annual electricity consumption , 2 699,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A053041 ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A154318 ,Annual fuel consumption, -,Annual electricity consumption , 2 676,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A282030 ,Annual fuel consumption, -,Annual electricity consumption , 1 411,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A272040 ,Annual fuel consumption, -,Annual electricity consumption , 1 412,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A861411 ,Annual fuel consumption, -,Annual electricity consumption , 2 707,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A261115 ,Annual fuel consumption, -,Annual electricity consumption , 2 720,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A021227 ,Annual fuel consumption, -,Annual electricity consumption , 2 702,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A156212 ,Annual fuel consumption, -,Annual electricity consumption , 1 422,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A022122 ,Annual fuel consumption, -,Annual electricity consumption , 2 753,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A154316 ,Annual fuel consumption, -,Annual electricity consumption , 1 415,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , 022123 ,Annual fuel consumption, -,Annual electricity consumption , 2 653,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A272039 ,Annual fuel consumption, -,Annual electricity consumption , 1 415,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A861413 ,Annual fuel consumption, -,Annual electricity consumption , 2 660,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A292077 ,Annual fuel consumption, -,Annual electricity consumption , 2 729,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 THERMOR , A261129 ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A021225 ,Annual fuel consumption, -,Annual electricity consumption , 2 759,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A053022 ,Annual fuel consumption, -,Annual electricity consumption , 2 729,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ATLANTIC , A053021 ,Annual fuel consumption, -,Annual electricity consumption , 1 402,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GALANTA , WV10046E ,Annual fuel consumption, -,Annual electricity consumption , 1 043,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Gainsborough , GSM95 - GB Slim Mono 9.5kW - White ,Annual fuel consumption, 1,Annual electricity consumption , 481,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Elprom , GCH 804420 D03 TS (TIN: 303583) ,Annual fuel consumption, -,Annual electricity consumption , 2 762,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Elprom , GCV 504420 D03 TSR (TIN: 303581) ,Annual fuel consumption, -,Annual electricity consumption , 1 421,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Elprom , GCU 1015 M54 RC (TIN: 305901) ,Annual fuel consumption, -,Annual electricity consumption , 574,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Elprom , GCU 1515 M54 RC (TIN: 305903) ,Annual fuel consumption, -,Annual electricity consumption , 574,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Tesy Ltd. , GCU 1015 M54 RC (TIN: 305904) ,Annual fuel consumption, -,Annual electricity consumption , 574,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Tesy Ltd. , GCU 1515 M54 RC (TIN: 305905) ,Annual fuel consumption, -,Annual electricity consumption , 574,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Elprom , GCA 1015 M54 RC (TIN: 305900) ,Annual fuel consumption, -,Annual electricity consumption , 535,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Elprom , GCA 1515 M54 RC (TIN: 305902) ,Annual fuel consumption, -,Annual electricity consumption , 555,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ATLANTIC , 821491 ,Annual fuel consumption, -,Annual electricity consumption , 527,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ATLANTIC , 821494 ,Annual fuel consumption, -,Annual electricity consumption , 527,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ATLANTIC , 821492 ,Annual fuel consumption, -,Annual electricity consumption , 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ATLANTIC , 821498 ,Annual fuel consumption, -,Annual electricity consumption , 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ATLANTIC , 831226 ,Annual fuel consumption, -,Annual electricity consumption , 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Thermia , SVR 30 204750 ,Annual fuel consumption, -,Annual electricity consumption , 539,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Thermia , SVR 50 204751 ,Annual fuel consumption, -,Annual electricity consumption , 1 384,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Thermia , SVR 100 204753 ,Annual fuel consumption, -,Annual electricity consumption , 2 653,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Thermia , SVR 80 204752 ,Annual fuel consumption, -,Annual electricity consumption , 1 411,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIME , LAGO EV 50 ,Annual fuel consumption, -,Annual electricity consumption , 1 428,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIME , LAGO EV 80 ,Annual fuel consumption, -,Annual electricity consumption , 1 432,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 SIME , LAGO EV 100 ,Annual fuel consumption, -,Annual electricity consumption , 1 419,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 De Dietrich , 7755513 - CHAUFFE-EAU CESL-C 100L ,Annual fuel consumption, -,Annual electricity consumption , 1 138,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 De Dietrich , 7755512 - CHAUFFE-EAU CESL-C 80L ,Annual fuel consumption, -,Annual electricity consumption , 1 313,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chappee , 7755477 - CHAUFFE-EAU OLECTRA COMPACT 50 L ,Annual fuel consumption, -,Annual electricity consumption , 1 243,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chappee , 7755478 - CHAUFFE-EAU OLECTRA COMPACT 80 L ,Annual fuel consumption, -,Annual electricity consumption , 1 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCV 804720 C21 EC (TIN: 305773) ,Annual fuel consumption, -,Annual electricity consumption , 1 312,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 De Dietrich , 7755511 - CHAUFFE-EAU CESL-C 50L ,Annual fuel consumption, -,Annual electricity consumption , 1 261,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCV 1004720 C21 EC (TIN: 305774) ,Annual fuel consumption, -,Annual electricity consumption , 1 316,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCV 504720 C21 EC (TIN: 305772) ,Annual fuel consumption, -,Annual electricity consumption , 1 313,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chappee , 7755479 - CHAUFFE-EAU OLECTRA COMPACT 100 L ,Annual fuel consumption, -,Annual electricity consumption , 1 228,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chappee , 7773624 - CHAUFFE-EAU MURAL VERTICAL OLECTRA ECO 100 L ,Annual fuel consumption, -,Annual electricity consumption , 2 669,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chappee , 7773625 - CHAUFFE-EAU MURAL VERTICAL OLECTRA ECO 150 L ,Annual fuel consumption, -,Annual electricity consumption , 1 419,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chappee , 7773626 - CHAUFFE-EAU MURAL VERTICAL OLECTRA ECO 200 L ,Annual fuel consumption, -,Annual electricity consumption , 2 628,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Diplomat , 80V DIG SQUARE ,Annual fuel consumption, -,Annual electricity consumption , 1 423,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Chappee , 7773627 - CHAUFFE-EAU AU SOL OLECTRA ECO 300 L ,Annual fuel consumption, -,Annual electricity consumption , 2 728,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GALANTA , HPWH150 ,Annual electricity consumption , 1 258,Water heating energy efficiency, 81,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GALANTA , DU100 ,Annual fuel consumption, -,Annual electricity consumption , 1 311,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , WV12046 ,Annual fuel consumption, -,Annual electricity consumption , 1 333,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GALANTA , WV08039 ,Annual fuel consumption, -,Annual electricity consumption , 1 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GALANTA , 72268WNG ,Annual fuel consumption, -,Annual electricity consumption , 1 337,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GALANTA , WV03039D ,Annual fuel consumption, -,Annual electricity consumption , 548,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MUHLER  , FWH-3013W ,Annual fuel consumption, -,Annual electricity consumption , 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TERMOMAX ,  TX37TD ,Annual fuel consumption, -,Annual electricity consumption , 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 MUHLER  ,  FWH-3011T ,Annual fuel consumption, -,Annual electricity consumption , 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 MUHLER  ,  FWH-ЗOOOWN ,Annual fuel consumption, -,Annual electricity consumption , 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TERMOMAX , TX35WD ,Annual fuel consumption, -,Annual electricity consumption , 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 MUHLER  , FWH-3015W N ,Annual fuel consumption, -,Annual electricity consumption , 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Bosch , 7736505503 ,Annual fuel consumption, 12,Annual electricity consumption , 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505504 ,Annual fuel consumption, 7,Annual electricity consumption , 11,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505505 ,Annual fuel consumption, 7,Annual electricity consumption , 11,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505502 ,Annual fuel consumption, 12,Annual electricity consumption , 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Itho Daalderop , 03-00612 WPU 55COE-5G + 03-00548 WPV 150 2G ,Annual electricity consumption , 1 069,Water heating energy efficiency, 157,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Itho Daalderop , 03-00612 WPU 55COE-5G + 03-00549 WPV 200 2G ,Annual electricity consumption , 1 432,Water heating energy efficiency, 150,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
