Type,Title,eclrow,Content,eclrow3,eclrow4,eclrow5,Content6,Image
 GAZCO , 134-134 ,Direct heat output," 5,3",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 134-702 ,Direct heat output," 5,7",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Klarstein , 10034153 ,Direct heat output," 9,6",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Klarstein , 10034181 ,Direct heat output," 9,6",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 SCAN , Scan 1003-B CS ,Direct heat output," 7,2",Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Edilkamin , Evia2 ,Direct heat output," 7,9",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 SCAN , Scan 1003-B VE ,Direct heat output," 7,2",Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 SUPERIOR , SIBILLA ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 SUPERIOR , SAVINA ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 JOLLY MEC , TAKUMI 12 UP ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Jøtul , FS 520 FR SLIM ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Manufacturas Rocal S.A , ARc 96 LD +Plus 180 ,Direct heat output," 13,1",Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 M TOP ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 M ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 C W/B ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 T ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 T FR/G ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 C TOP ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 C ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 C W/B TOP ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 T FR/G TOP ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P220 T TOP ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 M ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 T ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 T FR/G ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 C TOP ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 C ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , E-SQUARE 6 kW ,Direct heat output," 6,3",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 M TOP ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 T TOP ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 C W/B ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 C W/B TOP ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , P230 T FR/G TOP ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 FERLUX , IMAZ ,Direct heat output," 14,5",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Jøtul , FS 520 FR ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Oranier Heiztechnik GmbH , O-Bloks ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PIAZZETTA , IP 14 TH ,Direct heat output," 2,9",Indirect heat output, 14,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , MA 263 SL PLUS ,Direct heat output," 12,5",Indirect heat output, -,Energy Efficiency Index, 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , IP 14 TH G ,Direct heat output," 2,9",Indirect heat output, 14,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 SCAN , Scan 5005 FRL ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Manufacturas Rocal S.A , ARc 73 TC ,Direct heat output," 11,4",Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , E-FRAME 6 kW ,Direct heat output," 6,3",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Aduro Hybrid , Aduro H5 Wood ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Aduro Hybrid , Aduro H5 Pellet ,Direct heat output," 6,8",Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STOVAX , 721-750 ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 LEDA Werk GmbH & Co. KG , Fina 65 ES (S) ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , Fina 65 F (S) ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , WALL ANGLE AIR 8 M1 ,Direct heat output," 8,1",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , Fina 65 DS (S) ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Jøtul , FS 520 FL SLIM ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 STOVAX , 721-160 ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Jøtul , FS 520 FL ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Jøtul , C 620 ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PALAZZETTI , ECOFIRE JACKIE IDRO 14N ,Direct heat output, 1,Indirect heat output," 12,5",Energy Efficiency Index, 132,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 PALAZZETTI , ECOFIRE JACKIE IDRO 20N ,Direct heat output," 0,8",Indirect heat output, 18,Energy Efficiency Index, 132,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 PALAZZETTI , ECOFIRE JACKIE IDRO 9N ,Direct heat output," 0,7",Indirect heat output, 8,Energy Efficiency Index, 132,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 ESPERIA , Baby 5 ,Direct heat output," 4,5",Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STOVAX , RVFST-3EU ,Direct heat output," 12,6",Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 STOVAX , RVST-3EU ,Direct heat output," 12,6",Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 STOVAX , 721-731 ,Direct heat output," 4,8",Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 JOLLY MEC , TAKUMI 14 UP ,Direct heat output, 14,Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , TAKUMI 14 ,Direct heat output, 14,Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , TAKUMI 14 UP/C ,Direct heat output, 14,Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , INSERTO 70 H49 4.0 VENTILATO ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 firetube , tinytube cook air 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Edilkamin , Slide2 7 ,Direct heat output," 6,9",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , BOSKY F30 EVO ,Direct heat output," 7,7",Indirect heat output," 10,2",Energy Efficiency Index, 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , DECO' AIR 8 M1 ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , BOSKY 30 EVO ,Direct heat output," 7,7",Indirect heat output," 10,2",Energy Efficiency Index, 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , BOSKY COUNTRY F30 EVO ,Direct heat output," 7,7",Indirect heat output," 10,2",Energy Efficiency Index, 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , BOSKY COUNTRY 30 EVO ,Direct heat output," 7,7",Indirect heat output," 10,2",Energy Efficiency Index, 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , TAKUMI 12 UP/C ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , TAKUMI 12 ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , Corna ES ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , Corna ES tec ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 JOLLY MEC , SYNTHESIS MODULAR 80 ,Direct heat output," 11,5",Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Lotus Heating Systems A/S , Mondo 3G ,Direct heat output," 5,9",Indirect heat output," 5,9",Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , THEMA AIR 8 M1 ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , MA 283 S SL PLUS ,Direct heat output, 16,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PIAZZETTA , MA 283 D SL PLUS ,Direct heat output, 16,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Jøtul , FS 520 F ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Ravelli , HRV 120 Country ,Direct heat output," 2,2",Indirect heat output, 12,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Aduro , Aduro 22 serie ,Direct heat output," 5,5",Indirect heat output, -,Energy Efficiency Index, 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Manufacturas Rocal S.A , ARc 100 DC ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH ," Premium V-FD-87h 10,6kW ",Direct heat output," 10,6",Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH ," Varia FD-87h N 11,1kW ",Direct heat output," 11,1",Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PALAZZETTI , TERMOPALEX  HWT 78F 26 ,Direct heat output," 9,9",Indirect heat output," 16,4",Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH ," Varia FD-87h 10,6kW ",Direct heat output," 10,6",Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PALAZZETTI , TERMOPALEX  HWT 78F 26 FAST ,Direct heat output," 9,9",Indirect heat output," 16,4",Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH ," Premium V-FD-87h N 11,1kW ",Direct heat output," 11,1",Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , INSERTO 60 4.0 VENTILATO ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH ," Premium V-FD-87h T 10,6 kW ",Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Oranier Heiztechnik GmbH , Polar 5 2.0 ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DEBBY NERO ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DEBBY BIANCO ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , DEBBY PIETRA ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PALAZZETTI , EVA S VENTILATA ET4W ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PALAZZETTI , EVA S VENTILATA ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 BRISACH , P75 HP ,Direct heat output, 13,Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 BRISACH , P95L HP ,Direct heat output," 13,5",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , VIVO 90 COMFORT AIR 9 M1 ,Direct heat output," 8,9",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 75Q DX WOOD ,Direct heat output, 13,Indirect heat output, -,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 95Q SX WOOD ,Direct heat output," 13,5",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 BRISACH , P50U2 ,Direct heat output," 18,2",Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 75Q WOOD ,Direct heat output, 13,Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 95Q DX WOOD ,Direct heat output," 13,5",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 115Q WOOD ,Direct heat output," 13,7",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 85Q WOOD ,Direct heat output," 13,3",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 BRISACH , P75L HP ,Direct heat output, 13,Indirect heat output, -,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 BRISACH , P95 HP ,Direct heat output," 13,5",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 95Q WOOD ,Direct heat output," 13,5",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 BRISACH , P115 HP ,Direct heat output," 13,7",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 BRISACH , P85 HP ,Direct heat output," 13,3",Indirect heat output, -,Energy Efficiency Index, 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MCZ , PLASMA 75Q SX WOOD ,Direct heat output, 13,Indirect heat output, -,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
