Type,Title,eclrow,Content,eclrow2,eclrow3,eclrow5,eclrow6,eclrow7,eclrow8,eclrow9,eclrow10,Image
 Amitek , AK2102-10TN ,Annual energy consumption, 628, kWh/annum ,Volume (Chilled), 190, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Amitek , AK2102-11TN ,Annual energy consumption, 628, kWh/annum ,Volume (Chilled), 190, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Amitek , AKT4206-18TN ,Annual energy consumption, 1 332, kWh/annum ,Volume (Chilled), 376, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Amitek , AKT4206-10TN ,Annual energy consumption, 1 332, kWh/annum ,Volume (Chilled), 376, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Coolhead , QR 6-5A ,Annual energy consumption, 309, kWh/annum ,Volume (Chilled), 410, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 Coolhead , QN 6-5B ,Annual energy consumption, 1 183, kWh/annum ,Volume (Chilled), 410, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 JUKA , G-1 ST/CH 142/70 ,Annual energy consumption, 1 606, kWh/annum ,Volume (Chilled), 280, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 HOSHIZAKI , PREMIER K 60 ,Annual energy consumption, 286, kWh/annum ,Volume (Chilled), 335, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER K BW80 ,Annual energy consumption, 332, kWh/annum ,Volume (Chilled), 457, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER K 70 ,Annual energy consumption, 341, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER M 70 ,Annual energy consumption, 341, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER M 140 ,Annual energy consumption, 592, kWh/annum ,Volume (Chilled), 1 085, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER K W80 ,Annual energy consumption, 337, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER M W80 ,Annual energy consumption, 337, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER M 60 ,Annual energy consumption, 286, kWh/annum ,Volume (Chilled), 335, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER M BW80 ,Annual energy consumption, 332, kWh/annum ,Volume (Chilled), 457, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER K 140 ,Annual energy consumption, 592, kWh/annum ,Volume (Chilled), 1 085, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 HOSHIZAKI , PREMIER KG W80 ,Annual energy consumption, 439, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOSHIZAKI , PREMIER KG BW80 ,Annual energy consumption, 432, kWh/annum ,Volume (Chilled), 457, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOSHIZAKI , PREMIER KG 70 ,Annual energy consumption, 451, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOSHIZAKI , PREMIER KG 140 ,Annual energy consumption, 824, kWh/annum ,Volume (Chilled), 1 085, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOSHIZAKI , PREMIER KG 60 ,Annual energy consumption, 373, kWh/annum ,Volume (Chilled), 335, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOSHIZAKI , ADVANCE K 70 ,Annual energy consumption, 547, kWh/annum ,Volume (Chilled), 415, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 HOSHIZAKI , ADVANCE K 140 ,Annual energy consumption, 926, kWh/annum ,Volume (Chilled), 797, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 HOSHIZAKI , PREMIER F 140 ,Annual energy consumption, 3 245, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 1 085,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 HOSHIZAKI , PREMIER F 60 ,Annual energy consumption, 1 506, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 335,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 HOSHIZAKI , PREMIER F 70 ,Annual energy consumption, 1 771, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 475,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 HOSHIZAKI , PREMIER F W80 ,Annual energy consumption, 1 776, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 475,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 HOSHIZAKI , PREMIER F BW80 ,Annual energy consumption, 1 810, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 457,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 HOSHIZAKI , ADVANCE F 70 ,Annual energy consumption, 2 171, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 420,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 HOSHIZAKI , ADVANCE F 140 ,Annual energy consumption, 3 869, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 797,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 Fagor , CUN-11G1/1 - 19098972 ,Annual energy consumption, 2 197, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 231,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 Amitek , AKT3106-15TN ,Annual energy consumption, 785, kWh/annum ,Volume (Chilled), 282, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 UBC group ," ""FROST STREAM"" Professional - DC55L1 ",Annual energy consumption, 3 697, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 653,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 Amitek , AK4102-18TN ,Annual energy consumption, 1 077, kWh/annum ,Volume (Chilled), 393, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 JUKA , G-1 ST/CH V1 1300 ,Annual energy consumption, 1 496, kWh/annum ,Volume (Chilled), 77, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-Red.png
 TECFRIGO , EUROBAR 3P ,Annual energy consumption, 1 245, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 TECFRIGO , EUROBAR 2P ,Annual energy consumption, 1 044, kWh/annum ,Volume (Chilled), 227, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 TECFRIGO , EUROBAR 4P ,Annual energy consumption, 1 427, kWh/annum ,Volume (Chilled), 484, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ISA S.P.A , GE_NVIL_ULTRA_nwksT3H2 ,Annual energy consumption, 349, kWh/annum ,Volume (Chilled), 482, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 Amitek , AK3202-16TN ,Annual energy consumption, 821, kWh/annum ,Volume (Chilled), 291, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 JUKA , G-1 ST/CH 95/70/D ,Annual energy consumption, 1 359, kWh/annum ,Volume (Chilled), 124, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 Amitek , AKTU2106-10TN ,Annual energy consumption, 803, kWh/annum ,Volume (Chilled), 143, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 JORDAO COOLING SYSTEMS , B.NEXT A5 HE 700 4P ,Annual energy consumption, 529, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 JORDAO COOLING SYSTEMS , B.NEXT A5 HE 700 3P   ,Annual energy consumption, 460, kWh/annum ,Volume (Chilled), 292, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 JORDAO COOLING SYSTEMS , B.NEXT A5 HE 700 2P ,Annual energy consumption, 347, kWh/annum ,Volume (Chilled), 190, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 TENSAI , EC200TENSAI ,Annual energy consumption, 450, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 121,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png
 Amitek , AK923T ,Annual energy consumption, 1 080, kWh/annum ,Volume (Chilled), 251, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Amitek , AK921 ,Annual energy consumption, 869, kWh/annum ,Volume (Chilled), 160, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 JUKA , G-1 ST/CH V1 900 ,Annual energy consumption, 1 350, kWh/annum ,Volume (Chilled), 44, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png
 ISA S.P.A , CELL-LUCE_NVIL_GQorGxs ,Annual energy consumption, 821, kWh/annum ,Volume (Chilled), 232, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_lMBfQnk ,Annual energy consumption, 657, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_3c3KLCE ,Annual energy consumption, 747, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_jT1OaHq ,Annual energy consumption, 1 030, kWh/annum ,Volume (Chilled), 549, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_7DIMUCb ,Annual energy consumption, 1 092, kWh/annum ,Volume (Chilled), 647, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_nIG9AZE ,Annual energy consumption, 936, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_kfdWzim ,Annual energy consumption, 871, kWh/annum ,Volume (Chilled), 311, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_nIG9AZE ,Annual energy consumption, 851, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_l3Tn21k ,Annual energy consumption, 1 133, kWh/annum ,Volume (Chilled), 568, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_4h57HS0 ,Annual energy consumption, 696, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_bbwevJg ,Annual energy consumption, 986, kWh/annum ,Volume (Chilled), 403, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_7DIMUCb ,Annual energy consumption, 1 201, kWh/annum ,Volume (Chilled), 647, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_EJN8W3K ,Annual energy consumption, 657, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_-0B3cwh ,Annual energy consumption, 657, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_3c3KLCE ,Annual energy consumption, 821, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_G3juLop ,Annual energy consumption, 821, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_iKxtPO1 ,Annual energy consumption, 986, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_1bSmugU ,Annual energy consumption, 1 045, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_l3Tn21k ,Annual energy consumption, 1 030, kWh/annum ,Volume (Chilled), 568, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_iKxtPO1 ,Annual energy consumption, 896, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_kfdWzim ,Annual energy consumption, 791, kWh/annum ,Volume (Chilled), 311, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_1bSmugU ,Annual energy consumption, 950, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_-0B3cwh ,Annual energy consumption, 597, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_xT5FM8f ,Annual energy consumption, 1 030, kWh/annum ,Volume (Chilled), 483, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_EJN8W3K ,Annual energy consumption, 597, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_GQorGxs ,Annual energy consumption, 747, kWh/annum ,Volume (Chilled), 232, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_lMBfQnk ,Annual energy consumption, 597, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_G3juLop ,Annual energy consumption, 747, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_4h57HS0 ,Annual energy consumption, 633, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_bbwevJg ,Annual energy consumption, 896, kWh/annum ,Volume (Chilled), 403, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_xT5FM8f ,Annual energy consumption, 1 133, kWh/annum ,Volume (Chilled), 483, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_Gc-ib1Q ,Annual energy consumption, 1 741, kWh/annum ,Volume (Chilled), 818, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_FfofdgF ,Annual energy consumption, 820, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_WAs24W8 ,Annual energy consumption, 1 109, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_hJHEgpQ ,Annual energy consumption, 1 331, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_6MPEprQ ,Annual energy consumption, 820, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_DWeyxWA ,Annual energy consumption, 1 415, kWh/annum ,Volume (Chilled), 483, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_QEXMoPd ,Annual energy consumption, 1 530, kWh/annum ,Volume (Chilled), 647, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_30yB0Tg ,Annual energy consumption, 1 332, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_do0NeEq ,Annual energy consumption, 1 486, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_L4eEurG ,Annual energy consumption, 746, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_3fixckc ,Annual energy consumption, 932, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_benbvDX ,Annual energy consumption, 1 118, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_6MPEprQ ,Annual energy consumption, 746, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_q5GBKzu ,Annual energy consumption, 806, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_xiaZt2M ,Annual energy consumption, 1 210, kWh/annum ,Volume (Chilled), 403, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_O91j02F ,Annual energy consumption, 1 391, kWh/annum ,Volume (Chilled), 549, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_btelFuA ,Annual energy consumption, 1 008, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_30yB0Tg ,Annual energy consumption, 1 210, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_P4QPNHt ,Annual energy consumption, 1 062, kWh/annum ,Volume (Chilled), 232, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_QwagQ1b ,Annual energy consumption, 1 465, kWh/annum ,Volume (Chilled), 568, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_ZLjo0BG ,Annual energy consumption, 1 062, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
