Type,Title,eclrow,Content,eclrow2,eclrow3,eclrow5,eclrow6,eclrow7,eclrow8,eclrow9,eclrow10,Image
 Friulinox , BN20670200210200 ,Annual energy consumption, 1 274, kWh/annum ,Volume (Chilled), 164, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20670200440200 ,Annual energy consumption, 1 274, kWh/annum ,Volume (Chilled), 164, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20670200760202 ,Annual energy consumption, 1 274, kWh/annum ,Volume (Chilled), 164, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20670302210200 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20670304210200 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20670304410200 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20670431210200 ,Annual energy consumption, 1 898, kWh/annum ,Volume (Chilled), 328, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2088100101 ,Annual energy consumption, 814, kWh/annum ,Volume (Chilled), 350, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2088110100 ,Annual energy consumption, 869, kWh/annum ,Volume (Chilled), 350, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN2088110203 ,Annual energy consumption, 869, kWh/annum ,Volume (Chilled), 350, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2088200803 ,Annual energy consumption, 759, kWh/annum ,Volume (Chilled), 300, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2043029800 ,Annual energy consumption, 2 796, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 470,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN2047010401 ,Annual energy consumption, 1 059, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN2047020401 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2051120016 ,Annual energy consumption, 2 314, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 182,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20622344414GTA ,Annual energy consumption, 1 810, kWh/annum ,Volume (Chilled), 303, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN20650200761576 ,Annual energy consumption, 1 274, kWh/annum ,Volume (Chilled), 146, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20650303331601 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 219, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20650444210502 ,Annual energy consumption, 1 898, kWh/annum ,Volume (Chilled), 292, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN20650454410702 ,Annual energy consumption, 1 898, kWh/annum ,Volume (Chilled), 292, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20650476790200 ,Annual energy consumption, 1 898, kWh/annum ,Volume (Chilled), 292, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20670200210502 ,Annual energy consumption, 1 274, kWh/annum ,Volume (Chilled), 164, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20670200230512 ,Annual energy consumption, 1 274, kWh/annum ,Volume (Chilled), 164, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20670302210500 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20670303210500 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20670303410200 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20670303440500 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20670307980550 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20670309990500 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 246, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN206B000301 ,Annual energy consumption, 869, kWh/annum ,Volume (Chilled), 350, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN206B010703 ,Annual energy consumption, 869, kWh/annum ,Volume (Chilled), 350, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN206B020701 ,Annual energy consumption, 1 789, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 350,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2088012500 ,Annual energy consumption, 2 008, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 455,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN2088110503 ,Annual energy consumption, 869, kWh/annum ,Volume (Chilled), 350, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20882008FU ,Annual energy consumption, 759, kWh/annum ,Volume (Chilled), 300, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2088202003 ,Annual energy consumption, 759, kWh/annum ,Volume (Chilled), 300, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2088220803 ,Annual energy consumption, 1 679, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 300,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20882208FU ,Annual energy consumption, 1 679, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 300,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20AB013001 ,Annual energy consumption, 1 059, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN20AB013401 ,Annual energy consumption, 1 059, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN20AC200701 ,Annual energy consumption, 1 522, kWh/annum ,Volume (Chilled), 980, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20AC2102AA ,Annual energy consumption, 1 522, kWh/annum ,Volume (Chilled), 980, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20AC212901 ,Annual energy consumption, 1 522, kWh/annum ,Volume (Chilled), 980, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20AC220235 ,Annual energy consumption, 4 417, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 1 085,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20AC310201 ,Annual energy consumption, 1 522, kWh/annum ,Volume (Chilled), 980, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN26KK500210401 ,Annual energy consumption, 2 478, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 170,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN2048020403 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN2060618102BAR ,Annual energy consumption, 1 770, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 104,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN20AC207401 ,Annual energy consumption, 1 522, kWh/annum ,Volume (Chilled), 980, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN20AC210401 ,Annual energy consumption, 1 522, kWh/annum ,Volume (Chilled), 980, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN20AC227435 ,Annual energy consumption, 4 417, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 1 085,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Hiber , BN20ET2306DA ,Annual energy consumption, 2 540, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 607,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN27KO500210302 ,Annual energy consumption, 2 478, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 186,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN27KO500210400 ,Annual energy consumption, 2 478, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 186,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN27KO500210401 ,Annual energy consumption, 2 478, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 186,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20650304411602 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 219, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20650304441602 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 219, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20650424431602 ,Annual energy consumption, 1 898, kWh/annum ,Volume (Chilled), 292, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20650424441602 ,Annual energy consumption, 1 898, kWh/annum ,Volume (Chilled), 292, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20650444441602 ,Annual energy consumption, 1 898, kWh/annum ,Volume (Chilled), 292, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20670476760200 ,Annual energy consumption, 1 898, kWh/annum ,Volume (Chilled), 328, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2088222016 ,Annual energy consumption, 1 679, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 300,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN20AC2474BC ,Annual energy consumption, 1 734, kWh/annum ,Volume (Chilled), 1 085, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Hiber , BN20ET2306KK ,Annual energy consumption, 2 540, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 607,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20ET2502BC ,Annual energy consumption, 1 004, kWh/annum ,Volume (Chilled), 676, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20ET2502BO ,Annual energy consumption, 1 004, kWh/annum ,Volume (Chilled), 676, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN20ET292035 ,Annual energy consumption, 1 004, kWh/annum ,Volume (Chilled), 691, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN20650304211600 ,Annual energy consumption, 1 533, kWh/annum ,Volume (Chilled), 219, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Silko , BN20AC350501 ,Annual energy consumption, 1 522, kWh/annum ,Volume (Chilled), 980, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20AC440836 ,Annual energy consumption, 803, kWh/annum ,Volume (Chilled), 380, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN26WC502211276 ,Annual energy consumption, 2 902, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 256,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN26WC502211278 ,Annual energy consumption, 2 902, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 256,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2047002010 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2047002088 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2047002103 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN2047010722 ,Annual energy consumption, 1 059, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN2047010760 ,Annual energy consumption, 1 059, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN2047020722 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN2047020760 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2047022301 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2047022600 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2047023401 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Hiber , BN2047024010 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN2047030703 ,Annual energy consumption, 1 059, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN20471121CE ,Annual energy consumption, 964, kWh/annum ,Volume (Chilled), 460, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2047119503 ,Annual energy consumption, 964, kWh/annum ,Volume (Chilled), 460, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2048002400 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2048003201 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN2048010253 ,Annual energy consumption, 1 059, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Mareno , BN2048010750 ,Annual energy consumption, 1 059, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2048023950 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2051110010 ,Annual energy consumption, 1 891, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 91,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN205112122C ,Annual energy consumption, 2 314, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 182,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2062231220N ,Annual energy consumption, 1 810, kWh/annum ,Volume (Chilled), 303, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2047022010 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2048000101 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Friulinox , BN2048000203 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2048000801 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20480008BO ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2048000901 ,Annual energy consumption, 931, kWh/annum ,Volume (Chilled), 495, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2048020830 ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20480208BO ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20480208GT ,Annual energy consumption, 2 683, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 495,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN2051120013 ,Annual energy consumption, 2 314, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 182,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Olis , BN2051130012 ,Annual energy consumption, 2 957, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 273,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN2051130019 ,Annual energy consumption, 2 957, kWh/annum ,Volume (Chilled), 0, Liters ,Volume (Frozen), 273,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN2062224200GTA ,Annual energy consumption, 1 595, kWh/annum ,Volume (Chilled), 202, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20622321400GTA ,Annual energy consumption, 1 810, kWh/annum ,Volume (Chilled), 303, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20622322400GTA ,Annual energy consumption, 1 810, kWh/annum ,Volume (Chilled), 303, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN20622324300GTA ,Annual energy consumption, 1 810, kWh/annum ,Volume (Chilled), 303, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Polaris , BN202213120002 ,Annual energy consumption, 1 595, kWh/annum ,Volume (Chilled), 182, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 HPO , BN202213120006 ,Annual energy consumption, 1 595, kWh/annum ,Volume (Chilled), 182, Liters ,Volume (Frozen), 0,Climate class, 5 (40ºC - 40%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
