Type,Title,eclrow,eclrow1,eclrow2,Content,eclrow4,Image,eclrow5,eclrow7,eclrow8
 Blauberg , Vento Expert A100-1 W V.2 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 132, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 54, m3/h 
 Blauberg , Vento Expert A30 W V.2 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 175, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 15, m3/h 
 Blauberg , Vento Expert A50-1 Pro 24 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 209, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Expert A50-1 S Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 200, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Expert Duo A30-1 W ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 107, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 30, m3/h 
 Blauberg , Vento Expert DUO A30-1 W V.2 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 107, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 30, m3/h 
 Vents , TwinFresh Easy RA2-50-7 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 197, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Easy RA7-50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 179, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Easy-D RA2-50-7 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 177, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 50, m3/h 
 Vents , TwinFresh Easy-D RA7-50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 162, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 50, m3/h 
 Vents , TwinFresh Easy-D RL2-50-7 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 177, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 50, m3/h 
 Vents , TwinFresh Easy-D RL-50-7 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 177, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 50, m3/h 
 Blauberg , Vento Eco A50 S Pro1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 197, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Eco A50 S1 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 197, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Eco A50-4 S11 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 179, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Eco2 A50 S1 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 177, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 50, m3/h 
 Blauberg , Vento Ergo A50 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 204, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 26, m3/h 
 Blauberg , Vento Ergo A50-1 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 204, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 26, m3/h 
 Blauberg , Vento Ergo A50-1 S Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 204, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 26, m3/h 
 Blauberg , Vento Ergo A85 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 161, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 43, m3/h 
 Blauberg , Vento Ergo A85-1 Pro1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 161, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 43, m3/h 
 Blauberg , Vento Expert A50-1 S W ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 245, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Expert A50-1 W ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 197, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Expert A50C3-1 S8 W V.2 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 197, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Comfo RA1-50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 204, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 27, m3/h 
 Vents , TwinFresh Comfo RB-50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Easy RA3-50-S-0 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 181, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Easy RL2-50-7 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 197, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Easy-D RA-50-7 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 195, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 50, m3/h 
 Vents , TwinFresh Expert RW-30 V.2 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 175, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 15, m3/h 
 Blauberg , Vento Ergo A50 S Pro1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Expert A50-1 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 200, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Expert A50-1 Pro3 24 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 104, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Expert A50-1 Pro3 W V.2 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 151, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento Expert A50-1 W V.2 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 197, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Comfo RB1-50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Comfo RB1-85 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 161, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 43, m3/h 
 Vents , TwinFresh Easy RA-50-7 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 225, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 Vents , TwinFresh Easy-D RL7-50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 162, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 50, m3/h 
 Blauberg , Vento A50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 26, m3/h 
 Blauberg , Vento A50-1 S ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 26, m3/h 
 Blauberg , Vento A50-1 S Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 26, m3/h 
 Vents , TwinFresh RA-50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento A50 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 26, m3/h 
 Blauberg , Vento A50 S Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 26, m3/h 
 Vents , TwinFresh R-50 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 25, m3/h 
 Blauberg , Vento A50-1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 26, m3/h 
 Blauberg , Vento A50 S ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 26, m3/h 
 Blauberg , Vento A50-1 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 386, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 26, m3/h 
 ORCA , PICO 50+ ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 179, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 25, m3/h 
 UTEK , FLAT 1 QI BP EVO-PH SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 410, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 144, m3/h 
 UTEK , FLAT 2 QI BP EVO-PH SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 420, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 220, m3/h 
 UTEK , FLAT 1 V BP EVO-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 440, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 135, m3/h 
 UTEK , FLAT 3 BP EVO-PH SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 290, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 414, m3/h 
 UTEK , FLAT 2 V BP EVO-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 400, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 294, m3/h 
 profi-air 250 flex , profi-air 250 flex ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 3,2", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 250, m3/h 
 UTEK , FLAT 4 BP EVO-PH SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 370, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 582, m3/h 
 UTEK , FLAT 3/ENT BP EVO-PH SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 290, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 411, m3/h 
 UTEK , FLAT 3 BP CTR-S SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 320, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 414, m3/h 
 UTEK , RC-TOP 1 BP EVO-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 400, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 148, m3/h 
 Blauberg , VENTO Eco2 A50 S10 Pro ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 177, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 50, m3/h 
 UTEK , FLAT 1/ENT QI BP EVO-PH SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 410, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 140, m3/h 
 UTEK , FLAT 1 V BP CTR-S SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 480, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 135, m3/h 
 UTEK , FLAT 3/ENT BP CTR-S SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 320, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 411, m3/h 
 UTEK , FLAT 4 BP CTR-S SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 410, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 582, m3/h 
 UTEK , FLAT 4/ENT BP CTR-S SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 410, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 567, m3/h 
 UTEK , FLAT 4/ENT BP EVO-PH SH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 370, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 567, m3/h 
 UTEK , RC-TOP 1 BP CTR-S SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 440, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 148, m3/h 
 UTEK , RC-TOP 2 BP EVO-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 470, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 279, m3/h 
