Type,Title,eclrow,Content,eclrow7,Content8,Image
 Aluwave , 004-MCB-368 ,Useful luminous flux, 1 325,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 PRACHT , PL222-2835-1200X20X1-6B37C-V0.3 ,Useful luminous flux, 6 180,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 LEDVANCE , AC33155 ,Useful luminous flux, 5 500,Energy consumption in on-mode, 32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 LEDVANCE , AC33161 ,Useful luminous flux, 11 200,Energy consumption in on-mode, 67,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 PRACHT , 21W1200MM-138SMD23X6PCB1-V3.0 ,Useful luminous flux, 3 540,Energy consumption in on-mode, 19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 PRACHT , 44W1500MM-250SMD50X5PCB1-V3.0 ,Useful luminous flux, 7 470,Energy consumption in on-mode, 40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Prios , L9002176 ,Useful luminous flux, 3 000,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167222.W740.01A ,Useful luminous flux, 3 180,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167232.W727.01B ,Useful luminous flux, 4 470,Energy consumption in on-mode, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167232.W730.01B ,Useful luminous flux, 4 770,Energy consumption in on-mode, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167233.W727.01A ,Useful luminous flux, 6 710,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167233.W740.01B ,Useful luminous flux, 7 160,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167233.W740.01C ,Useful luminous flux, 7 160,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167234.W727.01C ,Useful luminous flux, 8 950,Energy consumption in on-mode, 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167234.W730.01B ,Useful luminous flux, 9 550,Energy consumption in on-mode, 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167234.W740.01C ,Useful luminous flux, 9 550,Energy consumption in on-mode, 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167236.W730.01C ,Useful luminous flux, 14 320,Energy consumption in on-mode, 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Westal , 7019494 ,Useful luminous flux, 2 447,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 INTEC LIGHT , M-GIOVE-200-ES ,Useful luminous flux, 32 666,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 INTEC LIGHT , M-GIOVE-300-ES ,Useful luminous flux, 47 150,Energy consumption in on-mode, 300,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 FARO BARCELONA , L0181 ,Useful luminous flux, 2 680,Energy consumption in on-mode, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Lena Lighting S.A. , 672767 ,Useful luminous flux, 12 550,Energy consumption in on-mode, 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ELECTRIO , DAISY-7x1-L128 ,Useful luminous flux, 145,Energy consumption in on-mode, 1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 LEDVANCE , AC33157 ,Useful luminous flux, 5 500,Energy consumption in on-mode, 32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 LEDVANCE , AC33156 ,Useful luminous flux, 5 600,Energy consumption in on-mode, 32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 PRACHT , 38W1200MM-216SMD36X6PCB1-V3.0 ,Useful luminous flux, 6 230,Energy consumption in on-mode, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Westal , 7019497 ,Useful luminous flux, 3 630,Energy consumption in on-mode, 20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167233.W730.01A ,Useful luminous flux, 7 160,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167222.W727.01A ,Useful luminous flux, 2 980,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167222.W730.01B ,Useful luminous flux, 3 180,Energy consumption in on-mode, 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167222.W740.01B ,Useful luminous flux, 3 180,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167233.W740.01A ,Useful luminous flux, 7 160,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167236.W727.01A ,Useful luminous flux, 13 260,Energy consumption in on-mode, 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167236.W727.01B ,Useful luminous flux, 13 260,Energy consumption in on-mode, 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167236.W727.01C ,Useful luminous flux, 13 260,Energy consumption in on-mode, 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167236.W740.01B ,Useful luminous flux, 14 320,Energy consumption in on-mode, 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Lena Lighting S.A. , 672750 ,Useful luminous flux, 11 000,Energy consumption in on-mode, 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 PRIS-EU , 72011-145809 ,Useful luminous flux, 14 438,Energy consumption in on-mode, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 LEDlife , 3417-8740 ,Useful luminous flux, 24 000,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 OUX. ELECTRIC , LED DOWN LIGHT 8W ,Useful luminous flux, 606,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 OUX. ELECTRIC , LED DOWN LIGHT 18W ,Useful luminous flux, 1 850,Energy consumption in on-mode, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 DOTLUX , 300164 ,Useful luminous flux, 1 250,Energy consumption in on-mode, 10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001372 ,Useful luminous flux, 5 500,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9002175 ,Useful luminous flux, 2 900,Energy consumption in on-mode, 19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001446 ,Useful luminous flux, 5 100,Energy consumption in on-mode, 31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001459 ,Useful luminous flux, 2 550,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001464 ,Useful luminous flux, 3 400,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001467 ,Useful luminous flux, 13 500,Energy consumption in on-mode, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001468 ,Useful luminous flux, 1 750,Energy consumption in on-mode, 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001469 ,Useful luminous flux, 18 800,Energy consumption in on-mode, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001470 ,Useful luminous flux, 2 850,Energy consumption in on-mode, 20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001473 ,Useful luminous flux, 3 250,Energy consumption in on-mode, 22,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001884 ,Useful luminous flux, 3 050,Energy consumption in on-mode, 19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9002000 ,Useful luminous flux, 890,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 PRACHT , PL126-2835-1441X24X1-3B42C-V0.1 ,Useful luminous flux, 4 420,Energy consumption in on-mode, 26,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Yu Yang , Slim-900 KW-polig ,Useful luminous flux, 790,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93120974 IFL ,Useful luminous flux, 6 900,Energy consumption in on-mode, 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93120975 IFL ,Useful luminous flux, 9 650,Energy consumption in on-mode, 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121400 IFL ,Useful luminous flux, 7 000,Energy consumption in on-mode, 50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121457 IDL ,Useful luminous flux, 23 500,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121459 IDL ,Useful luminous flux, 23 500,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121448 IDL ,Useful luminous flux, 23 500,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121351 IFL ,Useful luminous flux, 5 100,Energy consumption in on-mode, 33,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121353 IFL ,Useful luminous flux, 6 700,Energy consumption in on-mode, 42,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 taghelLED , LUCS.Eco.40 ,Useful luminous flux, 8 599,Energy consumption in on-mode, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Collingwood Lighting , LS00082 ,Useful luminous flux, 675,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Kosnic , ECH100-W50-LS ,Useful luminous flux, 12 200,Energy consumption in on-mode, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Kosnic , ARCB80-W65/E-LS ,Useful luminous flux, 10 600,Energy consumption in on-mode, 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Kosnic , ARCB150-W65-LS ,Useful luminous flux, 20 800,Energy consumption in on-mode, 142,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Kosnic , ARCB200-W65/E-LS ,Useful luminous flux, 31 000,Energy consumption in on-mode, 198,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 UMAGE , 2418 (light-source) ,Useful luminous flux, 2 308,Energy consumption in on-mode, 14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Nova Luce , 9345656 ,Useful luminous flux, 1 645,Energy consumption in on-mode, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121963 IFL ,Useful luminous flux, 1 000,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121964 IFL ,Useful luminous flux, 1 900,Energy consumption in on-mode, 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93120683 IFL ,Useful luminous flux, 1 900,Energy consumption in on-mode, 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93120691 IFL ,Useful luminous flux, 2 550,Energy consumption in on-mode, 20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LED-Studien , LK106 ,Useful luminous flux, 777,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LED-Studien , LK107 ,Useful luminous flux, 800,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Lumen At Work  , C-BUT-L7850 ,Useful luminous flux, 6 500,Energy consumption in on-mode, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEKO Light Systems International BV , Ada_AHMx-XM20-10-840-26 ,Useful luminous flux, 15 500,Energy consumption in on-mode, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEKO Light Systems International BV , Ada_AHMx-LM20-10-840-27 ,Useful luminous flux, 23 300,Energy consumption in on-mode, 150,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEKO Light Systems International BV , Cador_VSLx-WH08-10-840 ,Useful luminous flux, 9 200,Energy consumption in on-mode, 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 INSPIRE , HJ026 ,Useful luminous flux, 2 200,Energy consumption in on-mode, 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Aluwave , 004-MCB-399 ,Useful luminous flux, 1 075,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Aluwave , 004-MCB-400 ,Useful luminous flux, 1 140,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001371 ,Useful luminous flux, 9 000,Energy consumption in on-mode, 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001440 ,Useful luminous flux, 4 200,Energy consumption in on-mode, 28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001452 ,Useful luminous flux, 5 700,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001456 ,Useful luminous flux, 4 200,Energy consumption in on-mode, 29,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001457 ,Useful luminous flux, 4 200,Energy consumption in on-mode, 29,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001460 ,Useful luminous flux, 5 400,Energy consumption in on-mode, 35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001461 ,Useful luminous flux, 2 550,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001883 ,Useful luminous flux, 11 300,Energy consumption in on-mode, 77,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001920 ,Useful luminous flux, 13 109,Energy consumption in on-mode, 87,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121449 IDL ,Useful luminous flux, 23 500,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Xavax , 00112878 ,Useful luminous flux, 1 055,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Xavax , 00112803 ,Useful luminous flux, 1 055,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 PRILUX , MV24AV727-1000 ,Useful luminous flux, 9 311,Energy consumption in on-mode, 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 PRILUX , MV24AV740-1000 ,Useful luminous flux, 10 218,Energy consumption in on-mode, 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001027 ,Useful luminous flux, 2 400,Energy consumption in on-mode, 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167222.W722.01A ,Useful luminous flux, 2 740,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TECHLUMEN LED LIGHTING , GLIM-115-e-830-37/wlw ,Useful luminous flux, 5 340,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SUPERLIGHT , 18/63472-00 ,Useful luminous flux, 14 000,Energy consumption in on-mode, 96,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 EURODIN , HB-104602 ,Useful luminous flux, 340,Energy consumption in on-mode, 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HORNBACH Baumarkt AG , 10437236 ,Useful luminous flux, 1 055,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Kosnic , ECH150-W50/S-LS ,Useful luminous flux, 19 000,Energy consumption in on-mode, 140,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Nova Luce , 9345655 ,Useful luminous flux, 1 645,Energy consumption in on-mode, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Nova Luce , 9345657 ,Useful luminous flux, 2 196,Energy consumption in on-mode, 50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LEDlife , 3415-8738 ,Useful luminous flux, 12 000,Energy consumption in on-mode, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEKO Light Systems International BV , Cador_VSLx-NH08-10-840 ,Useful luminous flux, 9 000,Energy consumption in on-mode, 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KANQIAO , KANQIAO G80-4W ,Useful luminous flux, 520,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 INSPIRE , HJ027 ,Useful luminous flux, 800,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 DOTLUX , 300163 ,Useful luminous flux, 1 030,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 taghelLED , LUCS.Compact.40 ,Useful luminous flux, 4 044,Energy consumption in on-mode, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HUBER , 30507 ,Useful luminous flux, 2 400,Energy consumption in on-mode, 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001370 ,Useful luminous flux, 4 160,Energy consumption in on-mode, 29,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001448 ,Useful luminous flux, 5 400,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001449 ,Useful luminous flux, 5 600,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001450 ,Useful luminous flux, 5 300,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001453 ,Useful luminous flux, 5 700,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001454 ,Useful luminous flux, 5 700,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001455 ,Useful luminous flux, 4 050,Energy consumption in on-mode, 28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9002224 ,Useful luminous flux, 1 100,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001463 ,Useful luminous flux, 3 400,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 PRACHT , PL176-2835-1150X24X1-4B44C-V0.1 ,Useful luminous flux, 6 130,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 PRACHT , PL168-2835-1500X20X1-4B42C-V0.4 ,Useful luminous flux, 4 580,Energy consumption in on-mode, 27,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121294 IFL ,Useful luminous flux, 1 000,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93121930 IFL ,Useful luminous flux, 1 000,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LEDVANCE , AC37881 ,Useful luminous flux, 5 300,Energy consumption in on-mode, 32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TUNGSRAM , 93120972 IFL ,Useful luminous flux, 6 900,Energy consumption in on-mode, 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LSC , 929007 ,Useful luminous flux, 2 500,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEKO Light Systems International BV , Ada_AHMx-WM20-10-840-78 ,Useful luminous flux, 29 600,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001026 ,Useful luminous flux, 2 000,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001520 ,Useful luminous flux, 1 200,Energy consumption in on-mode, 10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9001028 ,Useful luminous flux, 2 400,Energy consumption in on-mode, 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Prios , L9002107 ,Useful luminous flux, 3 200,Energy consumption in on-mode, 21,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167222.W722.01B ,Useful luminous flux, 2 740,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167232.W722.01A ,Useful luminous flux, 4 120,Energy consumption in on-mode, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167232.W722.01B ,Useful luminous flux, 4 120,Energy consumption in on-mode, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 www.lug.com.pl - LUG Light Factory Sp. z o. o. , ML2167232.W722.01C ,Useful luminous flux, 4 120,Energy consumption in on-mode, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HORNBACH Baumarkt AG , 10444277 ,Useful luminous flux, 1 521,Energy consumption in on-mode, 11,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 REV , JR04120A-MR ,Useful luminous flux, 3 240,Energy consumption in on-mode, 24,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
