Type,Title,eclrow,Content,eclrow7,Content8,Image
 Westinghouse  , 63487 ,Useful luminous flux, 1 660,Energy consumption in on-mode, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 DOMOLETTI    , 16626-YL ,Useful luminous flux, 2 700,Energy consumption in on-mode, 24,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 JOlight , LBG120/18NW ,Useful luminous flux, 1 900,Energy consumption in on-mode, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 JOlight , LBG45/6NW ,Useful luminous flux, 520,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Fischer & Honsel GmbH , 201008 ,Useful luminous flux, 600,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 STATUS , 9SLGWB22P (ST6) ,Useful luminous flux, 806,Energy consumption in on-mode, 9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 McLED , ML-321.099.87.0 ,Useful luminous flux, 1 055,Energy consumption in on-mode, 11,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ecoled , 35.007 ,Useful luminous flux, 980,Energy consumption in on-mode, 14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO3650921204W1 ,Useful luminous flux, 370,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Lumotronic , LT-ST118B ,Useful luminous flux, 505,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 NVC International , NSPLED101B 2W 3000K ,Useful luminous flux, 100,Energy consumption in on-mode, 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CST100WM ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CST100O ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CST100P ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO350/04812/31/WW ,Useful luminous flux, 167,Energy consumption in on-mode, 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO35014122PW ,Useful luminous flux, 650,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO360/14424/51NW ,Useful luminous flux, 635,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO360/04812/31/WW ,Useful luminous flux, 175,Energy consumption in on-mode, 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO390/016WW/LS ,Useful luminous flux, 150,Energy consumption in on-mode, 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO35014122WW ,Useful luminous flux, 615,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CST100XS ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CCT300C ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 STATUS , 6SLDR50WE14P (ST3) ,Useful luminous flux, 470,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 NECLIGHT , NEC1652 ,Useful luminous flux, 902,Energy consumption in on-mode, 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 NECLIGHT , NEC1655 ,Useful luminous flux, 902,Energy consumption in on-mode, 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Tecna srl , 04824BB0Q2K1 ,Useful luminous flux, 285,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CST101WM ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CST1002C ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Westinghouse  , 63076 ,Useful luminous flux, 650,Energy consumption in on-mode, 9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO3650921204NW ,Useful luminous flux, 385,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Lumotronic , LT-ST108B/24 ,Useful luminous flux, 260,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 NVC International , NLED1104D 35W 4000K ,Useful luminous flux, 2 450,Energy consumption in on-mode, 35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JOlight , JO35014122NW ,Useful luminous flux, 620,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CCT300W ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 String lights , CST102WM ,Useful luminous flux, 588,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Lumotronic , LT-ST117BWP ,Useful luminous flux, 645,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Lumotronic , LT-ST881 ,Useful luminous flux, 395,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Lumotronic , LT-ST511SWP ,Useful luminous flux, 405,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Lumotronic , LT-ST487NWP ,Useful luminous flux, 410,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 MY LAMP , U7M4AC112W ,Useful luminous flux, 173,Energy consumption in on-mode, 10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 ZMH , ZMH-XD-FXD ,Useful luminous flux, 1 222,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 ZMH , ZMH-musik-Weiß ,Useful luminous flux, 2 326,Energy consumption in on-mode, 68,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 MST , 1010127129 ,Useful luminous flux, 2 319,Energy consumption in on-mode, 11,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 MST , 1010127131 ,Useful luminous flux, 3 515,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 MST , 1010127132 ,Useful luminous flux, 6 209,Energy consumption in on-mode, 31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 VOLTMAN , VOM066440 ,Useful luminous flux, 2 700,Energy consumption in on-mode, 1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 MST , 1010127147 ,Useful luminous flux, 1 197,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 MST , 1010127155 ,Useful luminous flux, 4 431,Energy consumption in on-mode, 22,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Simpex Electronic AG , BELSTRIP1180D-C272-830-U3 ,Useful luminous flux, 3 928,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 MST , 1010127138 ,Useful luminous flux, 1 180,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ELERI9 , Proj. Eleri9 LED Ultra Fino PRO 300W 5000k IP66 ,Useful luminous flux, 42 000,Energy consumption in on-mode, 300,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 MST , 1010127154 ,Useful luminous flux, 4 204,Energy consumption in on-mode, 22,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ELERI9 , Campânula Eleri9 Delta PLUS 150W 5000k REG. ,Useful luminous flux, 21 000,Energy consumption in on-mode, 150,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ELERI9 , Proj. Eleri9 LED Ultra Fino PRO 100W 5000k IP66 ,Useful luminous flux, 14 000,Energy consumption in on-mode, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ELERI9 , Proj. Eleri9 LED Ultra Fino PRO 150W 5000k IP66 ,Useful luminous flux, 14 000,Energy consumption in on-mode, 150,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ELERI9 , Proj. Eleri9 LED Ultra Fino PRO 200W 5000k IP66 ,Useful luminous flux, 28 000,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 MST , 1010127141 ,Useful luminous flux, 7 275,Energy consumption in on-mode, 39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 MST , 1010127142 ,Useful luminous flux, 7 439,Energy consumption in on-mode, 39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 MST , 1010127148 ,Useful luminous flux, 1 189,Energy consumption in on-mode, 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 MST , 1010127128 ,Useful luminous flux, 1 117,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ELERI9 , Campânula Eleri9 Delta PLUS 100W 5000k REG. ,Useful luminous flux, 14 000,Energy consumption in on-mode, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ELERI9 , Campânula Eleri9 Delta PLUS 200W 5000k REG. ,Useful luminous flux, 28 000,Energy consumption in on-mode, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 VIZULO SIA , VASR-014-O-03-A02-740 ,Useful luminous flux, 5 606,Energy consumption in on-mode, 32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 MST , 1010127143 ,Useful luminous flux, 2 200,Energy consumption in on-mode, 14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LUMITRONIX® LED-Technik GmbH , 38689 ,Useful luminous flux, 515,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Simpex Electronic AG , BELSTRIP1180D-C272-827-U3 ,Useful luminous flux, 3 785,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Lightnet GmbH , P-LAA5-840-L600 ,Useful luminous flux, 1 931,Energy consumption in on-mode, 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Näve Leuchten , 1388123 ,Useful luminous flux, 4 605,Energy consumption in on-mode, 31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 C-LED , 97666918 ,Useful luminous flux, 1 231,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 C-LED , 97666919 ,Useful luminous flux, 475,Energy consumption in on-mode, 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 C-LED , 97666920 ,Useful luminous flux, 490,Energy consumption in on-mode, 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 MST , 1010127126 ,Useful luminous flux, 2 196,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 MST , 1010127127 ,Useful luminous flux, 2 318,Energy consumption in on-mode, 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 MST , 1010127150 ,Useful luminous flux, 4 635,Energy consumption in on-mode, 29,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HUBER , 30607 ,Useful luminous flux, 2 800,Energy consumption in on-mode, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 INTEC LIGHT , M-WALLY-6-EK ,Useful luminous flux, 910,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 C-LED , 97666917 ,Useful luminous flux, 612,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 MST , 1010127156 ,Useful luminous flux, 5 794,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Zumtobel Lighting GmbH , 96411583 ,Useful luminous flux, 1 200,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LEDlife , 884-333 ,Useful luminous flux, 1 215,Energy consumption in on-mode, 10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 LEDlife , 884-335 ,Useful luminous flux, 1 215,Energy consumption in on-mode, 10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 LEDlife , 885-338 ,Useful luminous flux, 1 880,Energy consumption in on-mode, 14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Neumüller Elektronik GmbH , SOPN-MWTOP21/ALLIO ,Useful luminous flux, 1 000,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Neumüller Elektronik GmbH , SOPN-MWTOP35/ALLIO ,Useful luminous flux, 1 700,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 DOMOLETTI    , 19111-M ,Useful luminous flux, 120,Energy consumption in on-mode, 56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 V-TAC , 217087 ,Useful luminous flux, 700,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Comelit spa , 3-601014 ,Useful luminous flux, 3 683,Energy consumption in on-mode, 37,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Quantula Sp. z o.o. , LINE-C (RV/10M/80W/840/WH(RAL9016)V/STD/mM1U/OPL/IP20) ,Useful luminous flux, 8 000,Energy consumption in on-mode, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 C-LED , 97666921 ,Useful luminous flux, 1 704,Energy consumption in on-mode, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 MST , 1010127140 ,Useful luminous flux, 2 157,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 MST , 1010127151 ,Useful luminous flux, 401,Energy consumption in on-mode, 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Richsing , B09N3K4DL4 ,Useful luminous flux, 3 350,Energy consumption in on-mode, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 OKKO , XGYA6001CT-E4-827-E27-LC ,Useful luminous flux, 470,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Novel , 62860010-01 ,Useful luminous flux, 4 000,Energy consumption in on-mode, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 LSC , 929523 ,Useful luminous flux, 1 055,Energy consumption in on-mode, 9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 DOMOLETTI   , 19002-BK ,Useful luminous flux, 120,Energy consumption in on-mode, 9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 EKO-LIGHT , EKZF1074 ,Useful luminous flux, 250,Energy consumption in on-mode, 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Lena Lighting S.A. , 647932 ,Useful luminous flux, 6 480,Energy consumption in on-mode, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Lena Lighting S.A. , 925290 ,Useful luminous flux, 2 500,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Lena Lighting S.A. , 925481 ,Useful luminous flux, 1 400,Energy consumption in on-mode, 14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Näve Leuchten , 1388023 ,Useful luminous flux, 4 241,Energy consumption in on-mode, 31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ANTE , SPARAC-G9-4.5W-ZN1 ,Useful luminous flux, 500,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 LynPon  , CX-36W-SQ-30K-M ,Useful luminous flux, 4 250,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KMaiPem  , CX-36W-RD-30K-M ,Useful luminous flux, 4 250,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
  Allesin ,  YT19833 ,Useful luminous flux, 4 239,Energy consumption in on-mode, 36,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Lena Lighting S.A. , 930768 ,Useful luminous flux, 2 350,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Näve Leuchten , 1388223 ,Useful luminous flux, 2 348,Energy consumption in on-mode, 17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ANTE , SPARAC-G9-3.5W-ZN1 ,Useful luminous flux, 420,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ANTE , SPARAC-G9-6W-ZN1 ,Useful luminous flux, 660,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Quantula Sp. z o.o. , LINE-C (RV/8M/64W/840/WH(RAL9016)V/STD/mM1U/OPL/IP20) ,Useful luminous flux, 6 400,Energy consumption in on-mode, 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 MST , 1010127125 ,Useful luminous flux, 703,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ALUSSO , DL-CSA40-009L ,Useful luminous flux, 1 111,Energy consumption in on-mode, 9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 DOMOLETTI    , 19111-S ,Useful luminous flux, 120,Energy consumption in on-mode, 24,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 DOMOLETTI    , 19132-BK ,Useful luminous flux, 120,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 novel , 62860010-01 ,Useful luminous flux, 4 000,Energy consumption in on-mode, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Lena Lighting S.A. , 930409 ,Useful luminous flux, 1 550,Energy consumption in on-mode, 14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Lightnet GmbH , P-LAL3-827-L137 ,Useful luminous flux, 558,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Quantula Sp. z o.o. , LINE-C (RV/5M/40W/840/WH(RAL9016)V/STD/mM1U/OPL/IP20) ,Useful luminous flux, 4 000,Energy consumption in on-mode, 40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Quantula Sp. z o.o. , LINE-C (RV/12M/96W/840/WH(RAL9016)V/STD/mM1U/OPL/IP20) ,Useful luminous flux, 9 600,Energy consumption in on-mode, 96,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 MST , 1010127139 ,Useful luminous flux, 1 078,Energy consumption in on-mode, 8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Louis Poulsen , 5744167987 ,Useful luminous flux, 813,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Star Trading , 347-36-4 ,Useful luminous flux, 345,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 V-TAC , 218528 ,Useful luminous flux, 1 360,Energy consumption in on-mode, 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 INTEC LIGHT , M-ALCOR-4-LC ,Useful luminous flux, 450,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Lena Lighting S.A. , 925191 ,Useful luminous flux, 2 300,Energy consumption in on-mode, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 INTEC LIGHT , M-CRUISE-4-EK ,Useful luminous flux, 440,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Lightnet GmbH , P-LAR3-827-L137 ,Useful luminous flux, 558,Energy consumption in on-mode, 4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ANTE , SPARAC-G9-4.5W-CE2-6 ,Useful luminous flux, 550,Energy consumption in on-mode, 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ANTE , SPARAC-G9-6W-CE1-3 ,Useful luminous flux, 665,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ANTE , SPARAC-G9-6W-CE1-6 ,Useful luminous flux, 700,Energy consumption in on-mode, 6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Sararoom , B07RSWBJW4 ZD1201031 10W ,Useful luminous flux, 1 000,Energy consumption in on-mode, 10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
