Brand,Model,Imagen,Consumo_energético_por_ciclo_Modo_convencional__kWh_ciclo,Consumo_energético_por_ciclo_Modocirculacion_forzada__kWh_ciclo,Consumo_energético_por_ciclo_Modo_convencional_GAS__MJ_ciclo,Consumo_energético_por_ciclo_Modo_circulación_forzada_GAS__MJ_ciclo
 VIVAX , BO-654PH G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,64", -, -, -
 CORBERO , CCHCV4521M ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,79"," 0,72", -, -
 CORBERO , CCHCV451021DTG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,79"," 0,72", -, -
 HISENSE , HE51011AW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,8", -, -, -
 Gorenje , EC5WG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,8", -, -, -
 De'Longhi , CM 9L W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 AEG , BPB335061M 949498210 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Grundig , GEKM19300DX 7768282929 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,85"," 0,61", -, -
 AEG , BPB355061M 949499639 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 AEG , BPS355061M 949499640 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 AEG , BPS335061M 949498211 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 AEG , BEB331110M 949496346 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 AEG , BES331010M 949496347 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 AEG , BEB331010M 949496348 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 BEKO , BBIS143N1B 7757787654 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 AEG , BES331010M 949496349 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Continental Edison , CECP100CRP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76"," 0,75", -, -
 Continental Edison , CECP100BP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76"," 0,75", -, -
 Exquisit , EBE 555-1.2 U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,78"," 0,74", -, -
 BEKO , BBISM14300BPE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 BEKO , BBUM113N1X 7757787652 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 BEKO , BBUM110N1X 7757787653 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,79", -, -
 BEKO , BBUM12340X 7755582985 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 GORENJE , BO6735CLB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 Exquisit , ECM 8-4.1 BZ Inox ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,68"," 0,71", -, -
 GORENJE , BO6735CLI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 BEKO , BBUM13329X 7757882995 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 OSBY , SH691-VV-IND ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,8", -, -
 DAEWOO , F9CG19BH1FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,03"," 0,94"," 3,71"," 3,38"
 De'Longhi , DSR 907-GS2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 2,4", -," 8,65", -
 DAEWOO , O6EM15L1FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,81", -, -, -
 FRIONOR , FMCN21 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,79"," 0,75", -, -
 DAEWOO , F9CG19RH1FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,03"," 0,94"," 3,71"," 3,38"
 DAEWOO , F6CG15WL1FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,8", -, -, -
 DAEWOO , F9CG19IH1FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,03"," 0,94"," 3,71"," 3,38"
 DAEWOO , F6EV19SM2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,8", -," 2,88"
 DAEWOO , F6EV19WM1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,8", -," 2,88"
 DAEWOO , O6CD25M1FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,78", -, -
 GORENJE , BOS67372CLI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 GORENJE , BOS67371CLB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 GORENJE , BOS67371CLI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 GORENJE , BOS67372CLB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 Sharp , KF-56FVMT15WL-CH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,73", -, -, -
 Sharp , S3-K-60M15VT4-EU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,81", -, -, -
 Sharp , KF-56FVDD22IM-CH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,79"," 0,71", -," 2,56"
 Sharp , KF-56FVDD22WM-CH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,79"," 0,71", -," 2,56"
 Grundig , GEBM19400DXHI 7757882993 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,88"," 0,69", -, -
 HOTPOINT/ARISTON , FI7 871 SH BMI HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 Grundig , GEHM19310BP 7768282931 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 Rosieres , RFZP6977IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,96"," 0,8", -, -
 BEKO , BBIM17300BPS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,95"," 0,69", -, -
 Grundig , GEHM19310B 7768282923 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,88"," 0,69", -, -
 AEG , BEK435070B 944188581 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,99"," 0,69", -, -
 AEG , BEK435070M 944188580 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,99"," 0,69", -, -
 AEG , CIB6470APW 940002978 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,7", -, -
 FAR , FMP7121NA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,77"," 0,82", -, -
 De'Longhi , FR-DGVX 96&2N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 2,24"," 2,36"," 8,06"," 8,49"
 De'Longhi , FR-PGVX 96&2N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 2,24"," 2,36"," 8,06"," 8,49"
 GORENJE , BOS6737E09X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 SMEG , SO6102S3PN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,96"," 0,51"," 3,46"," 1,84"
 SMEG , SO6302S3PX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,96"," 0,51"," 3,46"," 1,84"
 SMEG , SO6102S3PS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png," 0,96"," 0,51"," 3,46"," 1,84"
 MIOGO , MOP721PR 949498458 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 KOENIC , KBC 2511 A1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,99"," 0,71", -, -
 Siemens , HB478G5B6S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 Exquisit , ECM 5-4.1 Inox ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,68"," 0,71", -, -
 Zanker , KOB35902BK 949499382 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 VOX Electronics , SET2110400 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,78", -, -
 Siemens , HB478G5W6S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 MIOGO , MOS721TR 949494044 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Siemens , HB573ABR0S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 Exquisit , ECM 5-4.1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,68"," 0,71", -, -
 DAEWOO , F6CG16WM2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, -," 0,78", -," 2,81"
 GORENJE , K535W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,03"," 0,77", -, -
 Currys , CFSE60W18 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,8", -, -, -
 Statesman , BDM373BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 0,83"," 0,84", -, -
 BEKO , BBIM110N1X 7739182913 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,79", -, -
 GORENJE , BP737X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,66", -, -
 De'Longhi , NSM 7TL PPP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 De'Longhi , CM 9L RO ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 De'Longhi , CM 9L AN PPP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 De'Longhi , NSM 7BL PPP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 BEKO , BBIM113N1X 7739182914 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 De'Longhi , CM 9L AV PPP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 Essentiel b , EFMP581n 8009261 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,64", -, -
 Essentiel b , EFMP581i 8009263 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,64", -, -
 Essentiel b , EFMP581b 8009262 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,64", -, -
 BEKO , BID15501XDS 7757882937 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,99"," 0,69", -, -
 De'Longhi , FR-DGW 96 B& ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,84", -," 6,62", -
 De'Longhi , FR-DLGV 7 X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,49"," 1,46"," 5,34"," 5,26"
 Wolf , ICBDF60650CG/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,54"," 0,94", -, -
 Wolf , ICBDF36650/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,72"," 0,99", -, -
 De'Longhi , FR-DEMX 96 B42& ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,27"," 0,81", -, -
 Wolf , ICBDF48450CG/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,2"," 0,78", -, -
 De'Longhi , FR-DMW 64 ED ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,75", -, -
 BEKO , BBIC12100XD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,82", -, -, -
 Wolf , ICBDF30450/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,54"," 0,94", -, -
 Wolf , ICBDF48850/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,2"," 0,78", -, -
 Wolf , ICBDF60650DG/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,54"," 0,94", -, -
 Wolf , ICBDF48450DG/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,2"," 0,78", -, -
 De'Longhi , FR-PMA 66 ED ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,76", -, -
 Wolf , ICBDF36450G/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,72"," 0,99", -, -
 Wolf , ICBDF48650G/S/P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,2"," 0,78", -, -
 BEKO , BBIS17300BCS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 De'Longhi , FR-DGW 64 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,47", -," 5,29", -
 De'Longhi , CM 9L AN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 De'Longhi , CM 9L AV ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 Electrolux , KDFCC00X 944171746 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,77", -, -
 Electrolux , KDFCC00K 944171748 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,77", -, -
 AEG , DCE731110M 944171743 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,92"," 0,77", -, -
 AEG , DCK731110M 944171744 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,92"," 0,77", -, -
 ELBA , EEW 554 N E2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,69", -, -, -
 FAGOR , FF70MFPNX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,79", -, -
 WHIRLPOOL , AKZ9 9481 SP NB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 WHIRLPOOL , AKZ9 9480 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 WHIRLPOOL , AKZ9 9480 NB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 WHIRLPOOL , AKZ9 9421 CS NB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
  MPM , MPM-63-BOS-09B   ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,83", -, -, -
 ZOPPAS , SZBO-808MSP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,84", -, -
 VIVAX , BO-658FXHTD G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,76", -, -
 FAR , FMP7121XA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,77"," 0,82", -, -
 Essentiel b , EFMP104B 8004557 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Essentiel b , EFMP105n 8009194 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Essentiel b , EFMP105b 8009196 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Samsung , NV75A667NRK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV75A667NRS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Miele & Cie KG , H 2860-2 BP PizzaPlus ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,71", -, -
 Miele & Cie KG , H 2760-2 BP PizzaPlus ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,71", -, -
 Miele & Cie KG , H 2860-2 B PizzaPlus ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Miele & Cie KG , H 2760-2 B PizzaPlus ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 ZOPPAS , SZBO-807MS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,84", -, -
 Haier , HWO45NM6SXB1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png, -," 0,41", -, -
 Haier , HWO45NM6OXB1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png, -," 0,41", -, -
 MORRIS , UFV-60277 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,78", -, -
 MORRIS , UFV-60279 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,78", -, -
 Electrolux , EOF4P46Z 949498207 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Electrolux , EOC4P66Z 949494791 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 SMEG , SOP612MON ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,68"," 3,92"," 2,45"
 SMEG , SO6400S2X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,15"," 0,8"," 4,14"," 2,88"
 SMEG , SF800RA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,15"," 0,8"," 4,14"," 2,88"
 KOENIC , KBC 2351 A ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,83", -, -
 FRIONOR , FCCX21 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,74", -, -, -
 SMEG , SF6100VNO ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,15"," 0,8"," 4,14"," 2,88"
 BEKO , BBIE110N0X 7739182916 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,79", -, -
 Essentiel b , EFMP104I 8002941 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Hoover , HSOT3161WG WIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,92"," 0,68", -, -
 Hoover , HSOT3161WY WIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,92"," 0,68", -, -
 Hoover , HSOT3161WB WIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,92"," 0,68", -, -
 Essentiel b , EFMP105i 8009203 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 WHIRLPOOL , OAS KP8V1SW IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,69", -, -
 WHIRLPOOL , OAS KC8V1 BLG (2) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,69", -, -
 Hoover , HSOT3161WC WIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,92"," 0,68", -, -
 Hoover , HSOT3161WW WIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,92"," 0,68", -, -
 LAMONA , LAM7004 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,5"," 0,71", -, -
 AEG , CIB54002BX 943005470 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,84"," 0,75", -, -
 AEG , CCB50001BW 943005529 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 AEG , CIB54002BW 943005530 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,84"," 0,75", -, -
 WHIRLPOOL , OAS KC8V1SW IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,69", -, -
 GORENJE , K535B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,03"," 0,77", -, -
 GORENJE , KS535B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,03"," 0,77", -, -
 MORA , C111AS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,82", -, -, -
 GORENJE , K535S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,03"," 0,77", -, -
 WHIRLPOOL , OAS KN8V1 IX (2) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,69", -, -
 BEKO , BBIS25300XCN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 VIVAX , BO-658FXHTD X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,76", -, -
 DE DIETRICH , DOE7560X 4 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,69"," 1,23", -, -
 WHIRLPOOL , OAS KC8V1SW BLG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,69", -, -
 ASKO , OCS8637S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,96"," 0,7", -, -
 Eurolux , EO6 F10PTU XS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,84", -, -
 Scandomestic A/S  , XO 7800 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,06"," 0,69", -, -
 AEG , BSS57807BM 949494790 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
