Type,Title,eclrow5,Content6,Image
 SAMUS , WTS-75120 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 61,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 INDESIT , IWC 81283 W UK N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 71,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Constructa , CWF14N12 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Midea , MF100W60 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Midea , MF100W70 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ARDESTO , SWMG-7121W ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Siemens , WM14VK93 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Beko , WMY81465S1 7158145000 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Bompani , BO03300/A ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ENOX , ENOX CR01WA ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Siemens , WM14XEH1GR ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 New World , NWDHXE814ADG ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 New World , NWDHXE914ADG ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 TELEFAC , TF1214INVL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 TELEFAC , TF9014INVL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bompani , BO03310/A ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ENOX , ENOX WA8 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Siemens , WM14N228 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Bosch , WAN282EEPL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Bosch , WAN2818KPL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Bosch , WAN28128 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Siemens , WM14N128 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Končar , VM 06 5 FN1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Končar , VM 08 6 FCDN ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Končar , VM 10 7 FCDN ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Končar , VM 10 7 FCPN3 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SHARP , ES-NIB8141WD-FR ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 TCL , FF0814WD0ES ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Končar , VM 05 5 FN1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SHARP , ES-NIB7141WD-FR ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 OSBY , TTM126V1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Elvita , CTM5712V ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Končar , VM 10 6 FN1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Končar , VM 10 6 FCPN3 SLIM ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Končar , VM 08 7 FCPN3 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WINIA , WVD-08T0WW10U ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Bompani , BO03330/A ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ARCTIC , APL91423XLW5 7001440069 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , WW90T504DAT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW12T504DAW ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW90T504DAX ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW12T504DAN ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW90T504DTE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 SAMUS , WSGDI-10150 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 SAMUS , WSGDI-9140 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , WW80T504DTE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , WW80T504DAE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 SAMUS , WSGDI-7140 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 SAMUS , WSDKI-70140 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 CANDY , CSTG 28TME/1-47 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 SIGNATURE , SLF7123W-ANTH ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SAMUS , WSL-7120 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ARDESTO , SWMG-6120W ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Miele , WSA013 WCS Active ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Miele , WEF375 WPS PWash&8kg ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Miele , WWV980 WPS Passion ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Miele , WSF363 WCS PWash & 8kg ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Miele , WSD663 WCS TDos & 8kg ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 ETA , ETA374190000 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Beko , B3WF U 71042 WB 7002640001 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AYA , ALF8202-NE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 OCEAN , OSWM 8140 FP 3 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 83,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 OCEAN , OSWM 7100 FP 2 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 87,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 LG Electronics , F4WV5N9S1E ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 LG Electronics , F4WV508S2E ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 LG Electronics , F84V35IX ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 AEG , L9FEC966R 914550967 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 AEG , L8FEE965R 914550769 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 AEG , L6FBF66485 914913108 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBC40689 914913247 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBF66486 914913107 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBN84GV 914913101 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , FFB 8448 BV GR N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBF66487 914913106 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBC40688 914913248 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBC40480 914913249 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBF60488 914913109 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 UNITED , UWM-8109 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 CANDY , CSTG 262DVE/1-S ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Faure , FWQ7120WS 913135512 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 SMEG , WHT814ASIT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 SMEG , WTR84IS ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 HOTPOINT/ARISTON , NFR428W IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 SMEG , DGS148EX ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 HOTPOINT/ARISTON , NF824WK IT (2) ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Continental Edison , CELL914IS ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Continental Edison , CELL914IW ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , WW90T504DAE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW80T504CAT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 CANDY , CS 1492DE/1-S ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Arielli , AWM-9123N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 87,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
﻿ Arielli , AWM-8148N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 83,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Beko , UWR94A6I 7001440068 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 CANDY , CSTG 46TME/1-47 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Beko , B3WF U7843 WB 7002340005 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 HOOVER , H3W 592DE/1-80 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HOOVER , H3W 592DBBE/1-80 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LG Electronics , F12WM7LN0D ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HOOVER , H3W 582DE/1-80 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ETA , ETA374090000 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Gram , WME 61104/1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Gram , WME 61084/1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Candy , CSO1483DWCE-80 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Gram , WME 61094/1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 66,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GRUNDIG , GW75843TW 7002340019 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Hoover , H3WSD49TAMCE/1-S ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 WHIRLPOOL , FFB 9458 WV UK N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 LG Electronics , F2WV5S8S2TE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 FAGOR , FLT8013Ci ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 SHARP , ES-HFB7143WD-FR ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LDK , MS LDK HIGEEA SILVER EL71SBWN ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LDK , MS LDK HIGEEA SILVER EL61SBWN ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 FISHER & PAYKEL , WM1490P2 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 GORENJE , WNFHEI84ADPS ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 HOOVER , HBWOS69TAMCBT/80 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 AEG , L8FEF77490 914550773 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 AEG , LFUSION 914550555 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 AEG , L6FBF66685 914913104 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FLG68SC 914913100 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 FISHER & PAYKEL , WH1060S1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 FISHER & PAYKEL , WH1260F2 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBA648 914913105 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FLG48SC 914913098 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FLI48SC 914913544 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FBA668 914913103 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FLG48S 914913118 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FLG48SP 914913099 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L6FLI48S 914913545 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 AEG , L7FEF77480 914550558 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Electrolux , EW2F8125BF 914912537 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Electrolux , EW6TN24262P 913148433 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WHIRLPOOL , W8 W946SR SPT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 WHIRLPOOL , FFDBE 8458 BSEV F ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , BWE 81285X W EE N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , FFD 9458 BV EE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ELEKTRABREGENZ , WAF 81470 7162846500 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Beko , WTV10725XCW1 7158144600 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 LG Electronics , V4W800B ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 LG Electronics , F2V3SLIM8C ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
