Type,Title,eclrow,Content,eclrow3,Content4,Image
 Zębiec , DIAMENT 20 ,Rated heat output, 20,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zębiec , DIAMENT 14 ,Rated heat output, 14,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zębiec , DIAMENT 26 ,Rated heat output, 26,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , KOMFORT EKOPELL 30 ,Rated heat output, 30,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , KOMFORT EKOPELL 20 ,Rated heat output, 20,Energy efficiency index (EEI), 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , KOMFORT EKOPELL 14 ,Rated heat output, 14,Energy efficiency index (EEI), 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , KOMFORT EKOPELL 25 ,Rated heat output, 25,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , KOMFORT EKOPELL 35 ,Rated heat output, 35,Energy efficiency index (EEI), 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Ravelli , HR EVO 250 Smart ,Rated heat output, 25,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Ravelli , HR EVO 200 Smart ,Rated heat output, 20,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Edilkamin , Gora 22 ,Rated heat output, 20,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Edilkamin , Gora 29 ,Rated heat output, 27,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Edilkamin , Gora 26 ,Rated heat output, 24,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STAUBER , ST 8-12 ,Rated heat output, 12,Energy efficiency index (EEI), 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Galmet , Genesis KPP 29 ,Rated heat output, 29,Energy efficiency index (EEI), 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 THERMOROSSI S.P.A. , LAMBDA S48 EVO ,Rated heat output, 44,Energy efficiency index (EEI), 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , LAMBDA S28 EVO ,Rated heat output, 25,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , LAMBDA S35 EVO ,Rated heat output, 31,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 MARELI SYSTEMS , SBN 24 ,Rated heat output, 24,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 STAUBER , ST 12-16 ,Rated heat output, 16,Energy efficiency index (EEI), 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 FONTANA CALORE  , PROFIRE 18 ,Rated heat output, 17,Energy efficiency index (EEI), 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 FONTANA CALORE  , PROFIRE 29 PLUS ACS ,Rated heat output, 26,Energy efficiency index (EEI), 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 FONTANA CALORE  , PROFIRE 15 ,Rated heat output, 14,Energy efficiency index (EEI), 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 FONTANA CALORE  , PROFIRE 24 PLUS ,Rated heat output, 22,Energy efficiency index (EEI), 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 FONTANA CALORE  , PROFIRE 24 PLUS ACS ,Rated heat output, 22,Energy efficiency index (EEI), 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 FONTANA CALORE  , PROFIRE 29 PLUS ,Rated heat output, 26,Energy efficiency index (EEI), 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 ÖKOFEN , PELLEMATIC CONDENS 32 ,Rated heat output, 32,Energy efficiency index (EEI), 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 ÖKOFEN , PELLEMATIC CONDENS 22 ,Rated heat output, 22,Energy efficiency index (EEI), 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 ÖKOFEN , PELLEMATIC CONDENS 28 ,Rated heat output, 28,Energy efficiency index (EEI), 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Hargassner Ges mbH , Smart-PK 32 ,Rated heat output, 32,Energy efficiency index (EEI), 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 ÖKOFEN , PELLEMATIC CONDENS 25 ,Rated heat output, 25,Energy efficiency index (EEI), 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Hargassner Ges mbH , Smart-HV 17 ,Rated heat output, 17,Energy efficiency index (EEI), 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Hargassner Ges mbH , Smart-HV 20 ,Rated heat output, 19,Energy efficiency index (EEI), 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Hargassner Ges mbH , Smart-PK 20 ,Rated heat output, 22,Energy efficiency index (EEI), 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Hargassner Ges mbH , Smart-HV 23 ,Rated heat output, 23,Energy efficiency index (EEI), 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Hargassner Ges mbH , Smart-PK 17 ,Rated heat output, 17,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Hargassner Ges mbH , Smart-PK 25 ,Rated heat output, 25,Energy efficiency index (EEI), 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Extraflame , PR 30 ,Rated heat output, 30,Energy efficiency index (EEI), 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , PK 30 ,Rated heat output, 30,Energy efficiency index (EEI), 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Termomont TOBY , TOBY 44 ,Rated heat output, 44,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 C 15S , C 15S ,Rated heat output, 16,Energy efficiency index (EEI), 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 Zębiec , KORAL 10 ,Rated heat output, 10,Energy efficiency index (EEI), 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Zębiec , KORAL 25 ,Rated heat output, 25,Energy efficiency index (EEI), 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
" Mertalurgica do Eucalipto, Lda ", CEC18 ,Rated heat output, 18,Energy efficiency index (EEI), 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
" Mertalurgica do Eucalipto, Lda ", CEC24 ,Rated heat output, 24,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
" Mertalurgica do Eucalipto, Lda ", CEC35 ,Rated heat output, 35,Energy efficiency index (EEI), 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Zębiec , KORAL 22 ,Rated heat output, 22,Energy efficiency index (EEI), 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 RAMOTOP , BIGBEN24-PA ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 RAMOTOP , BIGBEN28-PA ,Rated heat output, 25,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 RAMOTOP , BIGBEN24 ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 RAMOTOP , BIGBEN28 ,Rated heat output, 25,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , PK 15 ,Rated heat output, 15,Energy efficiency index (EEI), 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , PK 20 ,Rated heat output, 20,Energy efficiency index (EEI), 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Extraflame , PR 20 ,Rated heat output, 20,Energy efficiency index (EEI), 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Heiztechnik , MaxPell ZB GL 60 ,Rated heat output, 60,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 ETA Heiztechnik , PC 45 - BW ,Rated heat output, 45,Energy efficiency index (EEI), 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 ETA Heiztechnik , PC 33 - BW ,Rated heat output, 33,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 ETA Heiztechnik , PC 40 - BW ,Rated heat output, 40,Energy efficiency index (EEI), 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 ETA Heiztechnik , PC 50 - BW ,Rated heat output, 50,Energy efficiency index (EEI), 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 ETA Heiztechnik , PC 60 - BW ,Rated heat output, 60,Energy efficiency index (EEI), 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 ETA Heiztechnik , PC 70 - BW ,Rated heat output, 70,Energy efficiency index (EEI), 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Zębiec , KORAL 18 ,Rated heat output, 18,Energy efficiency index (EEI), 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Italiana Camini , Termika2 20 ,Rated heat output, 20,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Italiana Camini , Termika2 28 ,Rated heat output, 27,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Italiana Camini , Termika2 24 ,Rated heat output, 24,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Unical , PLT 25 ,Rated heat output, 23,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , SZM A PLUS 32 kW ,Rated heat output, 32,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Radijator INŽENJERING , BIOmax PRO PLUS 25 ,Rated heat output, 26,Energy efficiency index (EEI), 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Radijator INŽENJERING , Biomax PRO 25 ,Rated heat output, 26,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CTMDesign , KOPERNIKO EVO 21 ,Rated heat output, 20,Energy efficiency index (EEI), 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CTMDesign , KOPERNIKO PLUS 27 ,Rated heat output, 25,Energy efficiency index (EEI), 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CTMDesign , KOPERNIKO PLUS 34 ,Rated heat output, 32,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CTMDesign , KOPERNIKO EVO 27 ,Rated heat output, 25,Energy efficiency index (EEI), 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CTMDesign , KOPERNIKO PLUS 21 ,Rated heat output, 20,Energy efficiency index (EEI), 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CTMDesign , KOPERNIKO EVO 34 ,Rated heat output, 32,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , TR 20 ,Rated heat output, 20,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , GT 20 ,Rated heat output, 20,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , STADLER TVT GT 20 ,Rated heat output, 20,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , TR 30 ,Rated heat output, 31,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , STADLER TVT GT 30 ,Rated heat output, 32,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , STADLER TVT TR 20 ,Rated heat output, 20,Energy efficiency index (EEI), 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , LT 20 ,Rated heat output, 19,Energy efficiency index (EEI), 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , TR 25 ,Rated heat output, 26,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , GT 30 ,Rated heat output, 32,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , STADLER TVT GT 25 ,Rated heat output, 27,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 STADLER TVT , GT 25 ,Rated heat output, 27,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , GAMMA 10 ,Rated heat output, 10,Energy efficiency index (EEI), 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa , GAMMA 15 ,Rated heat output, 15,Energy efficiency index (EEI), 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , BIO SLIM 30 ,Rated heat output, 30,Energy efficiency index (EEI), 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , EKO SLIM 30 ,Rated heat output, 30,Energy efficiency index (EEI), 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa , GAMMA 20 ,Rated heat output, 20,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa , GAMMA 25 ,Rated heat output, 25,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 AMG , BOILER24-PA ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 TEPOR , CALDAIA24ATP-AUTO ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 TEPOR , CALDAIA24ATP-PA ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 KING , KINGBOILER20 ,Rated heat output, 18,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 KING , KINGBOILER24 ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 ETNA , BALITURA24 ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PELLET FIRE , FOGOBOILER24-AUTO ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 KING , KINGBOILER24-AUTO ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 KING , KINGBOILER24-PA ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 TEPOR , CALDAIA24ATP ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 AMG , BOILER24 ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 AMG , BOILER24-AUTO ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 ECOFOX , CALDAIACD24 ,Rated heat output, 21,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 KING , KINGBOILER20-PA ,Rated heat output, 18,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Termomont , TM KOMBU 20 ,Rated heat output, 20,Energy efficiency index (EEI), 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Termomont , TM KOMBU 30 ,Rated heat output, 30,Energy efficiency index (EEI), 112,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Termomont , TM KOMBU 40 ,Rated heat output, 40,Energy efficiency index (EEI), 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PIAZZETTA , CP 20 (SP282-01) ,Rated heat output, 20,Energy efficiency index (EEI), 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 De Dietrich , 7725078 - CBI 25 S ,Rated heat output, 27,Energy efficiency index (EEI), 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 HDG Bavaria GmbH , HDG Compact 50E Hackgut ,Rated heat output, 50,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 HDG Bavaria GmbH , HDG Compact 65E Pellet ,Rated heat output, 65,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 De Dietrich , 7725079 - CBI 32 S ,Rated heat output, 35,Energy efficiency index (EEI), 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 HDG Bavaria GmbH , HDG Compact 40E Hackgut ,Rated heat output, 40,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 HDG Bavaria GmbH , HDG Compact 50E Pellet ,Rated heat output, 50,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 HDG Bavaria GmbH , HDG Compact 65E Hackgut ,Rated heat output, 65,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zębiec , KORAL 14 ,Rated heat output, 14,Energy efficiency index (EEI), 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Schmid AG energy solutions , Easytronic XV 30/20 ,Rated heat output, 20,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ferroli , BioPellet Tech SC 23S ,Rated heat output, 23,Energy efficiency index (EEI), 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ferroli , FSB Pellet 70 ,Rated heat output, 70,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ferroli , BioPellet Tech SC 44S ,Rated heat output, 44,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ferroli , BioPellet Tech SC 55S ,Rated heat output, 55,Energy efficiency index (EEI), 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ferroli , BioPellet Tech SC 33S ,Rated heat output, 33,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ferroli , FSB TOP 25 ,Rated heat output, 25,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ferroli , FSB TOP 35 ,Rated heat output, 35,Energy efficiency index (EEI), 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ferroli , FSB TOP 30 ,Rated heat output, 30,Energy efficiency index (EEI), 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ferroli , FSB TOP 50 ,Rated heat output, 50,Energy efficiency index (EEI), 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ferroli , FSB TOP 40 ,Rated heat output, 40,Energy efficiency index (EEI), 117,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ferroli , BioPellet PRO 18 ,Rated heat output, 18,Energy efficiency index (EEI), 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ferroli , BioPellet PRO 30 ,Rated heat output, 30,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ferroli , BioPellet PRO 24 ,Rated heat output, 24,Energy efficiency index (EEI), 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa , KOMFORT EKO EKOPELL 14 ,Rated heat output, 14,Energy efficiency index (EEI), 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa , KOMFORT EKO EKOPELL 20 ,Rated heat output, 20,Energy efficiency index (EEI), 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , BIO SLIM 25 ,Rated heat output, 25,Energy efficiency index (EEI), 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa , KOMFORT EKO EKOPELL 30 ,Rated heat output, 30,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa , KOMFORT EKO EKOPELL 25 ,Rated heat output, 25,Energy efficiency index (EEI), 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa , KOMFORT EKO EKOPELL 35 ,Rated heat output, 35,Energy efficiency index (EEI), 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 DEFRO Spółka z ograniczoną odpowiedzialnością Spółka komandytowa  , EKO SLIM 25 ,Rated heat output, 25,Energy efficiency index (EEI), 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
﻿ Galmet , Genesis Plus KPP 62 ,Rated heat output, 62,Energy efficiency index (EEI), 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ferroli , FSB3 20 ,Rated heat output, 22,Energy efficiency index (EEI), 113,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PELLET FIRE , FOGOBOILER34-AUTO ,Rated heat output, 31,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 TEPOR , CALDAIA28ATP ,Rated heat output, 25,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 AMG , BOILER34-PA ,Rated heat output, 31,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PELLET FIRE , FOGOBOILER28-AUTO ,Rated heat output, 25,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 AMG , BOILER28 ,Rated heat output, 25,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 AMG , BOILER28-PA ,Rated heat output, 25,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 AMG , BOILER32 ,Rated heat output, 29,Energy efficiency index (EEI), 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 AMG , BOILER34-AUTO ,Rated heat output, 31,Energy efficiency index (EEI), 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
