,Type,Brand,Model,Type_consumption,Consumption,Label,Other
3199,Dishwasher, Bosch , SMI6ZCS09E ,"Energy consumption [per 100 cycles, based on the eco programme]",0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png,14
3200,Dishwasher, Bosch , SMV6ZCX09E ,"Energy consumption [per 100 cycles, based on the eco programme]",0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png,14
3201,Dishwasher, Neff , S245HBS01D ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3202,Dishwasher, Neff , S145HBS01D ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3203,Dishwasher, Bosch , SMS4HBI48E ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3204,Dishwasher, Neff , S125HBS01D ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3205,Dishwasher, Neff , S145HBS00D ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3206,Dishwasher, Neff , S125HBS00D ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3207,Dishwasher, hanseatic , HGU6082D137709HI ,"Energy consumption [per 100 cycles, based on the eco programme]",0.85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,14
3208,Dishwasher, Siemens , SN43HS62AE ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3209,Dishwasher, Bosch , SMU4HBS48E ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3210,Dishwasher, FRIAC , VW2001 ,"Energy consumption [per 100 cycles, based on the eco programme]",0.92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png,12
3211,Dishwasher, GRUNDIG , GNF41825Z ,"Energy consumption [per 100 cycles, based on the eco programme]",0.97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png,15
3212,Dishwasher, ok. , ODW 6021 E FS B ,"Energy consumption [per 100 cycles, based on the eco programme]",0.92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png,12
3213,Dishwasher, Bosch , SMV2HAX02E ,"Energy consumption [per 100 cycles, based on the eco programme]",0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,13
3214,Dishwasher, GRUNDIG , GNV 5E036 IA 7684664177 ,"Energy consumption [per 100 cycles, based on the eco programme]",0.86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,15
3215,Dishwasher, Beko , BDIN38532D 7618003977 ,"Energy consumption [per 100 cycles, based on the eco programme]",0.86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,15
3216,Dishwasher, WHIRLPOOL , WIP 4O33 PLE S ,"Energy consumption [per 100 cycles, based on the eco programme]",0.85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,14
3217,Dishwasher, hanseatic , HG6085D137609HS ,"Energy consumption [per 100 cycles, based on the eco programme]",0.85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,14
3218,Dishwasher, WHIRLPOOL , WIP 4T133 PFE ,"Energy consumption [per 100 cycles, based on the eco programme]",0.85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,14
3219,Dishwasher, KKT Kolbe , DW614FS ,"Energy consumption [per 100 cycles, based on the eco programme]",0.85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png,14
3220,Dishwasher, ECG , EDF 6027 QWE ,"Energy consumption [per 100 cycles, based on the eco programme]",0.92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png,12
