,Type,Brand,Model,Type_consumption,Consumption,Label,Other
6151,Oven, BERTAZZONI , AXK0JEAAD0DIZ ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6152,Oven, BERTAZZONI , AX0JJKUANE.IZ ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6153,Oven, BERTAZZONI , AAP0JXUAX0DIZ ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6154,Oven, BERTAZZONI , AAP0JGHAN7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6155,Oven, BERTAZZONI , AAP0JXUAS7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6156,Oven, BERTAZZONI , AXK0JEAAN0DIZ ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6157,Oven, BERTAZZONI , AH0QJKUARE.IZ ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6158,Oven, BERTAZZONI , AYK0JXUAX0DIZ ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6159,Oven, BERTAZZONI , AY0JJXUANE.IZ ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6160,Oven, BERTAZZONI , AJKKJEVAL0DIZ ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6161,Oven, BLG , M6516TH6X0DKG ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6162,Oven, BERTAZZONI , AXK0JEAAN7DNK ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6163,Oven, BERTAZZONI , AAP0JZAAX7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6164,Oven, BERTAZZONI , AAP0JZAAN7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6165,Oven, BERTAZZONI , ABP0JGAAN7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6166,Oven, BERTAZZONI , AX0JJKUAXE.NK ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6167,Oven, BERTAZZONI , AYK0JZUAX7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6168,Oven, BERTAZZONI , AYK0JXUAX7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6169,Oven, BERTAZZONI , AXH0JZUAX4D00 ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6170,Oven, BERTAZZONI , AAP0JGVAN4D00 ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6171,Oven, BERTAZZONI , AYH0JZAAX4D00 ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6172,Oven, BLG , MH0Q6WH5XE.GZ ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6173,Oven, BLG , MG102BN6X0AF7 ,kWh/ciclo,1.68,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,81
6174,Oven, BLG , M6406TE6N4DF1 ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6175,Oven, LA GERMANIA , MG102BL6W4AF1 ,kWh/ciclo,1.68,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,81
6176,Oven, LA GERMANIA , MG102BL6N4AF1 ,kWh/ciclo,1.68,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,81
6177,Oven, BLG , MHF06WH6X7DNG ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
