,Type,Brand,Model,Type_consumption,Label,Other,Consumption
4522,Water heaters, ATLANTIC , 232514 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.6207001522070015
4523,Water heaters, THERMOR , 296515 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.3542074363992174
4524,Water heaters, ATLANTIC , 232515 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.3542074363992174
4525,Water heaters, THERMOR , 296514 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.6207001522070015
4526,Water heaters, CLIMER , EH260TD ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.8751902587519025
4563,Water heaters, THERMOR , 296110 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, M,0.7792633910261669
4565,Water heaters, RIELLO , 20125639 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4566,Water heaters, RIELLO , 20125642 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4592,Water heaters, Mitsubishi Electric , QAHV-N560YA-HPB ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XXL,2.0941469489414697
4593,Water heaters, RIELLO , 20125640 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4599,Water heaters, THERMITAL , 20125643 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4600,Water heaters, THERMITAL , 20125645 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4601,Water heaters, THERMITAL , 20125644 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4625,Water heaters, Bosch , 7736503482 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6535768645357687
4634,Water heaters, Buderus , 7736503492 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3510763209393346
4660,Water heaters, Buderus , 7736503491 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6535768645357687
4661,Water heaters, Bosch , 7736503483 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3510763209393346
4684,Water heaters, Junkers , 7736504029 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
4685,Water heaters, Junkers , 7736504028 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
4686,Water heaters, Vulcano , 7736504030 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
4687,Water heaters, Vulcano , 7736504031 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
4821,Water heaters, ATLANTIC , 232513 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.2980213089802133
4822,Water heaters, ATLANTIC , 232512 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.1835616438356165
4857,Water heaters, STIEBEL ELTRON , WWK 300 electronic CH SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
4858,Water heaters, STIEBEL ELTRON , WWK 300 electronic CH ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
4859,Water heaters, Beretta , 20125648 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4860,Water heaters, Beretta , 20125647 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4861,Water heaters, Beretta , 20125646 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
4908,Water heaters, THERMOR , 296065 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.1835616438356165
4909,Water heaters, THERMOR , 296066 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.2980213089802133
4941,Water heaters, THERMOR , 286029 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.6048706240487063
4942,Water heaters, THERMOR , 286031 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.649923896499239
4943,Water heaters, THERMOR , 286028 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.3228962818003913
4944,Water heaters, THERMOR , 286030 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.3839530332681016
5007,Water heaters, SAUTER , 396005 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.6048706240487063
5009,Water heaters, ATLANTIC , 886070 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.3839530332681016
5010,Water heaters, ATLANTIC , 886069 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.6048706240487063
5011,Water heaters, ATLANTIC , 886068 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.3228962818003913
5012,Water heaters, ATLANTIC , 886071 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.649923896499239
5073,Water heaters, Chaffoteaux , AQUANEXT PLUS 200 3079056 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.2712328767123289
5074,Water heaters, ELCO , AEROTOP DHW 250 SYS 3079062 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.5866057838660579
5075,Water heaters, De Dietrich , 7629714 - TWH SPLIT FS 270 E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.4782343987823439
5076,Water heaters, ARISTON , NUOS PLUS 200 3079052 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.2712328767123289
5077,Water heaters, ELCO , AEROTOP DHW 250 3079061 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.489193302891933
5078,Water heaters, ARISTON , NUOS PLUS 250 TWIN SYS 3079055 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.5512937595129377
5079,Water heaters, Oertli , 7629722 - OEcaPac OTWH SPLIT FS 270 E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.4782343987823439
5080,Water heaters, Oertli , 7629721 - OEcaPac OTWH SPLIT FS 200 E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.2180039138943248
5081,Water heaters, De Dietrich , 7629713 - TWH SPLIT FS 200 E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.2180039138943248
5082,Water heaters, Chaffoteaux , AQUANEXT PLUS 250 SYS 3079058 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.5866057838660579
5083,Water heaters, ELCO , AEROTOP DHW 200 3079060 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.2712328767123289
5084,Water heaters, ORCA , ZEUS ZSW PLUS 230 (1) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2665362035225047
5085,Water heaters, REMKO , RBW 301 PV ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.56103500761035
5090,Water heaters, ORCA , ZEUS ZSW 300 (0) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.4319634703196347
5091,Water heaters, ORCA , ZEUS ZSW PLUS 230 (0) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2665362035225047
5092,Water heaters, ORCA , ZEUS ZSW PLUS 300 (2) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.4319634703196347
5096,Water heaters, ORCA , ZEUS ZSW 230 (0) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2665362035225047
5097,Water heaters, ORCA , ZEUS ZSW 300 (1) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.4319634703196347
5098,Water heaters, ORCA , ZEUS ZSW PLUS 300 (1) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.4319634703196347
5100,Water heaters, GREE , GRS-1.5/D150ANbA-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.5420743639921723
5101,Water heaters, GREE , GRS-1.5/D200ANbA-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.5420743639921723
5102,Water heaters, ORCA , ZEUS ZSW 230 (1) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2665362035225047
5103,Water heaters, ORCA , ZEUS ZSW 300 (2) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.4319634703196347
5104,Water heaters, ORCA , ZEUS ZSW PLUS 300 (0) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.4319634703196347
5184,Water heaters, Max Weishaupt GmbH , WWP T 300 WA ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.3759512937595129
5471,Water heaters, EMMETI , EQ1015W ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.7612172914445083
5512,Water heaters, Chappee , 7640503 - TD SPLIT (cuve + unité ext) 200L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.2180039138943248
5513,Water heaters, Chappee , 7640504 - TD SPLIT (cuve + unité ext) 270L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.4782343987823439
5646,Water heaters, STIEBEL ELTRON , WWK 302 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.7181126331811263
5716,Water heaters, Tecalor , TTA 300 electronic SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
5717,Water heaters, Tecalor , TTA 221 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.17573385518591
5718,Water heaters, Tecalor , TTA 301 electronic SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3211567732115677
5719,Water heaters, Tecalor , TTA 301 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3272450532724505
5760,Water heaters, AEG , WPT 300 EL plus ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
5761,Water heaters, tecalor , TTA 300 electronic SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.419786910197869
5762,Water heaters, tecalor , TTA 301 electronic SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.3211567732115677
5763,Water heaters, AEG Haustechnik , WPT 300 EL plus ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.419786910197869
5764,Water heaters, tecalor , TTA 221 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.17573385518591
5765,Water heaters, tecalor , TTA 301 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.3272450532724505
5774,Water heaters, ATLANTIC , 233525 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.3401174168297456
5810,Water heaters, STIEBEL ELTRON , WWK 222 H ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3103718199608612
5811,Water heaters, STIEBEL ELTRON , WWK 222 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3103718199608612
5815,Water heaters, GREE , GRS-2.4/D270ANbA-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.940943683409437
5840,Water heaters, ATLANTIC , 350004 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.1898238747553815
5841,Water heaters, ATLANTIC , 350005 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.213307240704501
5909,Water heaters, STIEBEL ELTRON , WWK 301 electronic SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3211567732115677
5910,Water heaters, STIEBEL ELTRON , WWK 300 electronic SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
5911,Water heaters, THERMOR , 297025 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.3401174168297456
5952,Water heaters, Kermi GmbH , x-change fresh 300 AI ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.3540334855403349
5960,Water heaters, Trademark - REMKO , RBW 301 PV-S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.5512937595129377
5993,Water heaters, STIEBEL ELTRON , WWK 221 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.17573385518591
5994,Water heaters, STIEBEL ELTRON , WWK 301 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3272450532724505
6020,Water heaters, AEG , WPT 220 EL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0864970645792564
6021,Water heaters, AEG , WPT 300 EL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
6022,Water heaters, AEG Haustechnik , WPT 300 EL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.419786910197869
6023,Water heaters, AEG Haustechnik , WPT 220 EL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.0864970645792564
6025,Water heaters, ARISTON , NUOS PRIMO 240 DIY 3079051 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.854490106544901
6058,Water heaters, ACV , Glass HP 300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.3886497064579257
6059,Water heaters, RIELLO , 20075565 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, M,0.7530145189073908
6060,Water heaters, RIELLO , 20075563 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, M,0.7562956279222378
6061,Water heaters, RIELLO , 20075562 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.7530145189073908
6062,Water heaters, RIELLO , 20075560 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.7562956279222378
6071,Water heaters, ATLANTIC , 232510 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.8167427701674275
6075,Water heaters, Tecalor , TTA 220 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0864970645792564
6076,Water heaters, tecalor , TTA 220 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, L,1.0864970645792564
6077,Water heaters, Tecalor , TTA 300 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
6078,Water heaters, tecalor , TTA 300 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.419786910197869
6080,Water heaters, BERETTA , 20075569 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, M,0.7562956279222378
6081,Water heaters, BERETTA , 20075571 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, M,0.7530145189073908
6082,Water heaters, SYLBER , 20075575 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, M,0.7562956279222378
6083,Water heaters, SYLBER , 20075577 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, M,0.7530145189073908
6084,Water heaters, sylber , 20075574 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.7530145189073908
6085,Water heaters, sylber , 20075572 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.7562956279222378
6119,Water heaters, Tatramat , TEC 300 TM ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
6120,Water heaters, Tatramat , TEC 220 TM ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0864970645792564
6121,Water heaters, Tatramat , TEC 300 TM SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
6123,Water heaters, ARISTON , NUOS PRIMO 80 3623238 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.8744155524567305
6126,Water heaters, ARISTON , NUOS PRIMO 100 3623239 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.9301944057091297
6134,Water heaters, ACV , Glass HP 300 C ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.3886497064579257
6159,Water heaters, STIEBEL ELTRON , WWK 220 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0864970645792564
6160,Water heaters, STIEBEL ELTRON , WWK 300 electronic ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
6248,Water heaters, ARISTON , NUOS SPLIT 200 WH 3079032 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.9129375951293761
6249,Water heaters, Chaffoteaux , AQUANEXT SPLIT 150 WH 3079036 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.604696673189824
6250,Water heaters, ARISTON , NUOS SPLIT 80 WH 3623242 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.9941760314986466
6251,Water heaters, ARISTON , NUOS SPLIT 110 WH 3623243 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.9908949224837996
6253,Water heaters, Chaffoteaux , AQUANEXT SPLIT 300 FS 3079034 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XXL,2.085180572851806
6254,Water heaters, ARISTON , NUOS SPLIT 300 FS 3079031 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XXL,2.085180572851806
6255,Water heaters, Chaffoteaux , AQUANEXT SPLIT 200 WH 3079035 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.9129375951293761
6257,Water heaters, ARISTON , NUOS SPLIT 150 WH 3079033 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.604696673189824
6322,Water heaters, STIEBEL ELTRON , WWK 302 H ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.7181126331811263
6476,Water heaters, Itho Daalderop , 03-00607 WPU 65E-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.2213089802130899
6512,Water heaters, THERMOR , 600815 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.4544031311154597
6513,Water heaters, THERMOR , 600816 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.776560121765601
6514,Water heaters, Beretta , 20075566 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.7562956279222378
6515,Water heaters, Beretta , 20075568 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.7530145189073908
6533,Water heaters, Beretta , 20072812 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
6534,Water heaters, Beretta , 20072807 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
6535,Water heaters, Beretta , 20072813 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.2931506849315066
6581,Water heaters, THERMOR , 296505 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, L,1.4544031311154597
6582,Water heaters, THERMOR , 296504 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.776560121765601
6597,Water heaters, Tecalor , TVD 250 SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4490106544901067
6598,Water heaters, tecalor , TVD 250 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.4490106544901067
6599,Water heaters, tecalor , TVD 250 SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined, XL,1.4490106544901067
6715,Water heaters, CLIMER , EH500 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XXL,2.1310087173100873
6981,Water heaters, tecalor , TVD 100 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, M,0.899023870068083
6982,Water heaters, STIEBEL ELTRON , LWA 100 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.899023870068083
6984,Water heaters, Tecalor , TVD 100 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.899023870068083
7107,Water heaters, Tecalor , TVD 250 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4490106544901067
7130,Water heaters, STIEBEL ELTRON , LWA 252 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4490106544901067
7131,Water heaters, STIEBEL ELTRON , LWA 252 SOL ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4490106544901067
7201,Water heaters, CLIMER , EH260TDH4B ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png, XL,1.9141552511415523
