,Type,Brand,Model,Type_consumption,Label,Other,Consumption
0,Water heaters, Rossato , AIR COMBO EVO 300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6572298325722983
1,Water heaters, Rossato , AIR COMBO EVO 200S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3933463796477494
2,Water heaters, Rossato , AIR COMBO EVO 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3933463796477494
3,Water heaters, Rossato , AIR COMBO EVO 300S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6572298325722983
59,Water heaters, FONDITAL S.p.A. , WHPS PDC 300 SS + (DHPBVPDC02) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.732724505327245
63,Water heaters, Nilan A/S , Compact P2 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.6146118721461187
64,Water heaters, ELÍZ , EWHP 200 EW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1052837573385519
65,Water heaters, ELÍZ , EWHP 300 EW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
75,Water heaters, Itho Daalderop ," 03-00615 W/W Warmtepomp 5G - 7,5 kW collectieve bron + 03-00549 WPV 200 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4222222222222223
76,Water heaters, Itho Daalderop ," 03-00615 W/W Warmtepomp 5G - 7,5 kW collectieve bron + 03-00590 WPV 270 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4672754946727549
77,Water heaters, Itho Daalderop ," 03-00615 W/W Warmtepomp 5G - 7,5 kW collectieve bron + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.389345509893455
102,Water heaters, Tiki , TC120Z - DHW 120 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7530145189073908
103,Water heaters, Tiki , TC200ZGNT -  DHW LT 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2477495107632095
104,Water heaters, Tiki , TC201ZGNT-  DHW CLT 200  ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.261839530332681
105,Water heaters, Tiki , TC302ZGNT - DHW 2CLT 300  ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5184170471841705
106,Water heaters, Tiki , TC100Z -  DHW 100 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7612172914445083
107,Water heaters, Tiki , TC301ZGNT - DHW CLT 300  ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5171993911719939
108,Water heaters, Tiki , TC120ZNT - DHW LT 120 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7530145189073908
109,Water heaters, Tiki , TC80Z - DHW 80 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7562956279222378
110,Water heaters, Ekallor , BC 300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.732724505327245
111,Water heaters, Ekallor , BC 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.4105675146771037
112,Water heaters, Tiki , TC100ZNT -  DHW LT 100 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7612172914445083
113,Water heaters, Tiki , TC300ZGNT - DHW LT 300  ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4989345509893455
114,Water heaters, Ekallor , BC 500 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XXL,1.8221668742216688
131,Water heaters, GREE , GMV-S160WL/A-S+NRQD16G/A-S+SXTVD300LCJ2/A-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.158904109589041
240,Water heaters, GALANTA , HPWH150 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.9694716242661447
256,Water heaters, Itho Daalderop , 03-00612 WPU 55COE-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3016742770167429
257,Water heaters, Itho Daalderop , 03-00612 WPU 55COE-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.4266500622665006
264,Water heaters, Inventum , Modul-AIR Aqua 100L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3228962818003913
265,Water heaters, ATAG , ENERGION NUOS PLUS 200 3069809 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2367906066536205
266,Water heaters, ATAG , ENERGION NUOS PLUS 250 TWIN SYS 3069812 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5293759512937595
267,Water heaters, ATAG , ENERGION NUOS PLUS 250 3069810 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4794520547945205
268,Water heaters, ATAG , ENERGION NUOS PLUS 250 SYS 3069811 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5817351598173515
269,Water heaters, ATAG , ENERGION LYDOS HYBRID 100 3629127 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,1.069641538840128
294,Water heaters, METRO THERM , METRO MICROBOOSTER P 260 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1847792998477928
295,Water heaters, Itho Daalderop , 03-00608 WPU 75KC-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3187214611872147
296,Water heaters, Itho Daalderop , 03-00608 WPU 75KC-5G + 03-00590 WPV 270 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3601217656012177
297,Water heaters, Itho Daalderop , 03-00608 WPU 75KC-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2858447488584475
326,Water heaters, Galmet , Basic 270 (09-355203)  ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5768645357686453
358,Water heaters, Galmet , Basic 270 (09-355103) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5768645357686453
361,Water heaters, Itho Daalderop , 03-00613 WPU 65COE-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.29558599695586
362,Water heaters, Itho Daalderop , 03-00613 WPU 65COE-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.33089802130898
363,Water heaters, Itho Daalderop , 03-00613 WPU 65COE-5G + 03-00590 WPV 270 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4331811263318113
394,Water heaters, Tiki , DHW WR 120 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.644737921417439
395,Water heaters, Tiki , DHW W 120 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.628332376343204
402,Water heaters, Tiki , DHW W 100 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.5971618407021574
404,Water heaters, Roth Werke GmbH , 1135009941 AuraUnit TW 250 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3933463796477494
405,Water heaters, Roth Werke GmbH , 1135009942 Aura Unit TW 330 PV ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3223744292237443
432,Water heaters, EMMETI , EQ2021 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0410958904109588
437,Water heaters, Itho Daalderop , 03-00611 WPU 45COE-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.4017434620174347
438,Water heaters, Itho Daalderop , 03-00611 WPU 45COE-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
448,Water heaters, EMMETI , EQ3021ES ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1993911719939119
522,Water heaters, Itho Daalderop , 03-00513 WPU 75COE-5G + 03-00590 WPV 270 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4672754946727549
523,Water heaters, Itho Daalderop , 03-00513 WPU 75COE-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4222222222222223
524,Water heaters, Itho Daalderop , 03-00513 WPU 75COE-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.389345509893455
540,Water heaters, Itho Daalderop , 03-00609 WPU 25COE-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2407914764079147
541,Water heaters, Itho Daalderop , 03-00609 WPU 25COE-5G + 03-00547 WPV 90 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.6299729308506274
542,Water heaters, Itho Daalderop , 03-00610 WPU 35COE-5G + 03-00547 WPV 90 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.6299729308506274
543,Water heaters, Itho Daalderop , 03-00610 WPU 35COE-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2407914764079147
544,Water heaters, Itho Daalderop , 03-00610 WPU 35COE-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2980213089802133
545,Water heaters, Itho Daalderop , 03-00609 WPU 25COE-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2980213089802133
552,Water heaters, Itho Daalderop , 03-00635 HP-S 55 Indoor unit + 03-00628 I-WPV 270L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.6391389432485324
553,Water heaters, Itho Daalderop , 03-00635 HP-S 55 BI-UNIT + 03-00625 I-WPV 150L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5217221135029355
554,Water heaters, Itho Daalderop , 03-00635 HP-S 55 BI-UNIT + 03-00627 I-WPV 240L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.6093933463796477
555,Water heaters, Itho Daalderop , 03-00635 HP-S 55 Indoor unit + 03-00627 I-WPV 240L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.6093933463796477
556,Water heaters, Itho Daalderop , 03-00635 HP-S 55 Indoor unit + 03-00625 I-WPV  150L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5217221135029355
557,Water heaters, Itho Daalderop , 03-00635 HP-S 55 BI-UNIT + 03-00626 I-WPV 200L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.578082191780822
558,Water heaters, Itho Daalderop , 03-00635 HP-S 55 BI-UNIT + 03-00628 I-WPV 270L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.6391389432485324
559,Water heaters, Itho Daalderop , 03-00635 HP-S 55 Indoor unit + 03-00626 I-WPV  200L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.578082191780822
563,Water heaters, ECA TECHNOLOGY , EW100PG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7612172914445083
616,Water heaters, Itho Daalderop , 03-00603 WPU 25E-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1665144596651447
617,Water heaters, Itho Daalderop , 03-00603 WPU 25E-5G + 03-00547 WPV 90 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.5988023952095809
618,Water heaters, Itho Daalderop ," 03-00614 W/W Warmtepomp 5G - 7,5 kW individuele bron + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.2858447488584475
619,Water heaters, Itho Daalderop ," 03-00614 W/W Warmtepomp 5G - 7,5 kW individuele bron + 03-00549 WPV 200 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3187214611872147
620,Water heaters, Itho Daalderop ," 03-00614 W/W Warmtepomp 5G - 7,5 kW individuele bron + 03-00590 WPV 270 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3601217656012177
632,Water heaters, COSMOGAS , AGUAMAX 300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.732724505327245
636,Water heaters, RINNAI , EHP-WH110 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.6726273480436388
637,Water heaters, RINNAI , EHP-WH200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5843444227005872
638,Water heaters, RINNAI , EHP-WH200-1A ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5843444227005872
639,Water heaters, RINNAI , EHP-WH200-2A ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5843444227005872
649,Water heaters, Itho Daalderop , 03-00636 HP-S 95 BI-UNIT + 03-00627 I-WPV 240L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.1649923896499237
650,Water heaters, Itho Daalderop , 03-00637 HP-S 130 BI-UNIT + 03-00626 I-WPV 200L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.0907153729071535
651,Water heaters, Itho Daalderop , 03-00637 HP-S 130 BI-UNIT + 03-00628 I-WPV 270L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.1503805175038053
652,Water heaters, Itho Daalderop , 03-00636 HP-S 95 BI-UNIT + 03-00628 I-WPV 270L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.1929984779299847
653,Water heaters, Itho Daalderop , 03-00636 HP-S 95 BI-UNIT + 03-00625 I-WPV 150L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.863013698630137
654,Water heaters, Itho Daalderop , 03-00636 HP-S 95 BI-UNIT + 03-00626 I-WPV 200L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.136986301369863
655,Water heaters, Itho Daalderop , 03-00637 HP-S 130 BI-UNIT + 03-00625 I-WPV 150L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.0334855403348553
656,Water heaters, Itho Daalderop , 03-00637 HP-S 130 BI-UNIT + 03-00627 I-WPV 240L ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.1211567732115677
686,Water heaters, RINNAI , EHP-WH300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.736377473363775
687,Water heaters, RINNAI , EHP-WH300-1A ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.736377473363775
688,Water heaters, RINNAI , EHP-WH300-2A ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.736377473363775
712,Water heaters, Tiki , TC80ZNT - DHW LT 80 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7562956279222378
713,Water heaters, Haier , HP110M5 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7562956279222378
714,Water heaters, Haier , HP80M5 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7366089738331556
749,Water heaters, GREE , GMV-S120WL/A-S+NRQD16G/A-S+SXTVD300LCJ2/A-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.158904109589041
750,Water heaters, GREE , GMV-S140WL/A-S+NRQD16G/A-S+SXTVD300LCJ2/A-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,2.158904109589041
754,Water heaters, GREE , GMV-S140WL/A-S+NRZ16G/A-S+SXTD200LCJW/A-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png, XL,2.9515981735159817
755,Water heaters, GREE , GMV-S120WL/A-S+NRZ16G/A-S+SXTD200LCJW/A-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png, XL,2.9515981735159817
756,Water heaters, GREE , GMV-S160WL/A-S+NRZ16G/A-S+SXTD200LCJW/A-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png, XL,2.9515981735159817
770,Water heaters, LG Electronics , WH27S F5 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0113502935420744
771,Water heaters, ARISTON , NUOS PLUS WI-FI 250 3069776 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4794520547945205
772,Water heaters, ARISTON , NUOS PLUS WI-FI 200 3069775 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2367906066536205
773,Water heaters, ELCO , AEROTOP DHW 200.2 3069784 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2367906066536205
774,Water heaters, ARISTON , NUOS PLUS WI-FI 250 TWIN SYS 3069778 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5293759512937595
775,Water heaters, ELCO , AEROTOP DHW 250.2 3069785 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4794520547945205
776,Water heaters, Chaffoteaux , AQUANEXT PLUS LINK 250 SYS 3069783 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5817351598173515
777,Water heaters, ELCO , AEROTOP DHW 250.2 SYS 3069786 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5817351598173515
778,Water heaters, Chaffoteaux , AQUANEXT PLUS LINK 250 3069782 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4794520547945205
779,Water heaters, Chaffoteaux , AQUANEXT PLUS LINK 200 3069781 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2367906066536205
780,Water heaters, ARISTON , NUOS PLUS WI-FI 250 SYS 3069777 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5817351598173515
783,Water heaters, Itho Daalderop , 03-00607 WPU 65E-5G + 03-00590 WPV 270 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3869101978691019
784,Water heaters, Itho Daalderop , 03-00607 WPU 65E-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.254185692541857
786,Water heaters, Itho Daalderop , 03-00606 WPU 55E-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.3150684931506849
787,Water heaters, Itho Daalderop , 03-00604 WPU 35E-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1665144596651447
788,Water heaters, Itho Daalderop , 03-00606 WPU 55E-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1433789954337898
789,Water heaters, Itho Daalderop , 03-00605 WPU 45E-5G + 03-00549 WPV 200 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.312079701120797
790,Water heaters, Itho Daalderop , 03-00604 WPU 35E-5G + 03-00547 WPV 90 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.5988023952095809
791,Water heaters, Itho Daalderop , 03-00605 WPU 45E-5G + 03-00548 WPV 150 2G ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.21765601217656
792,Water heaters, FONDITAL S.p.A. , WHPS PDC 300 DS + (DHPBVPDC01) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.732724505327245
878,Water heaters, METRO THERM , METRO MICROBOOSTER V 260 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1847792998477928
879,Water heaters, METROTHERM , METROAIR AQUA 301 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
880,Water heaters, METROTHERM , METROAIR AQUA 201 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
889,Water heaters, Viessmann Werke GmbH & Co. KG , 2122603 Vitocal 060-A T0E-ze 2.25 KW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7136412107292266
890,Water heaters, Viessmann Werke GmbH & Co. KG , 7733785 Vitocal 060-A T0E-ze 2.25 KW ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.6266918218357804
941,Water heaters, TESY , HPWH 2.1 200 U02 S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3573385518590997
942,Water heaters, SIME , ECOMAXI VA 110 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7579361824296612
943,Water heaters, SIME , ECOMAXI VA 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.5843444227005872
944,Water heaters, SIME , ECOMAXI VA 300 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.736377473363775
945,Water heaters, SIME , ECOMAXI VA 300 S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.736377473363775
973,Water heaters, TESY , HPWH 2.1 200 U02 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3573385518590997
