,Type,Brand,Model,Type_consumption,Consumption,Label,Other
1323,Range hoods, RØROSHETTA , 137600 ,Consumo anual de energía,11.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1325,Range hoods, RØROSHETTA , 135500  ,Consumo anual de energía,11.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1326,Range hoods, RØROSHETTA , 335300 ,Consumo anual de energía,11.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1327,Range hoods, RØROSHETTA , 195300 ,Consumo anual de energía,11.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1328,Range hoods, RØROSHETTA , 142300 ,Consumo anual de energía,11.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1329,Range hoods, RØROSHETTA , 213400 ,Consumo anual de energía,11.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1330,Range hoods, RØROSHETTA , 195200 ,Consumo anual de energía,11.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1331,Range hoods, RØROSHETTA , 135200 ,Consumo anual de energía,11.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,
1332,Range hoods, RØROSHETTA , 136800 ,Consumo anual de energía,15.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1333,Range hoods, RØROSHETTA , 335700 ,Consumo anual de energía,15.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1334,Range hoods, RØROSHETTA , 136200 ,Consumo anual de energía,15.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1335,Range hoods, RØROSHETTA , 240500 ,Consumo anual de energía,15.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1336,Range hoods, RØROSHETTA , 138200 ,Consumo anual de energía,15.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1337,Range hoods, RØROSHETTA , 195600 ,Consumo anual de energía,15.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1338,Range hoods, RØROSHETTA , 196600 ,Consumo anual de energía,15.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1339,Range hoods, RØROSHETTA , 202400 ,Consumo anual de energía,15.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1340,Range hoods, RØROSHETTA , 136500 ,Consumo anual de energía,15.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1341,Range hoods, RØROSHETTA , 209700 ,Consumo anual de energía,15.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1342,Range hoods, Novy , 1851 V01 ,Consumo anual de energía,43.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1343,Range hoods, AKPO , WK-9 OMEGA90/T11/C08/L06/FA4 ,Consumo anual de energía,46.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1344,Range hoods, Novy , 1861 V01 ,Consumo anual de energía,43.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1345,Range hoods, Novy , 40008 V01 ,Consumo anual de energía,55.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1346,Range hoods, Novy , 42120 V01 ,Consumo anual de energía,78.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1347,Range hoods, Novy , 40006 V01 ,Consumo anual de energía,55.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1348,Range hoods, Novy , 1801 V03 ,Consumo anual de energía,57.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1349,Range hoods, Novy , 40004 V01 ,Consumo anual de energía,55.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1350,Range hoods, Novy , 1811 V13 ,Consumo anual de energía,57.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1351,Range hoods, Novy , 40000 V01 ,Consumo anual de energía,55.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1352,Range hoods, Novy , 42110 V01 ,Consumo anual de energía,78.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1353,Range hoods, Novy , 40002 V01 ,Consumo anual de energía,55.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1354,Range hoods, HANSA , OTP5233IH ,Consumo anual de energía,35.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1355,Range hoods, TEKA , TL1-52 Vr.03 ,Consumo anual de energía,78.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1356,Range hoods, TEKA , TL 6310 Vr.03 ,Consumo anual de energía,78.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1357,Range hoods, TEKA , TL 9310 Vr.03 ,Consumo anual de energía,78.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1358,Range hoods, TEKA , GFG2 Vr.02 ,Consumo anual de energía,76.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
